type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-08-31T22:08,2021-09-01T06:10:30,480,31.98541666666667,170.67987221884687,1247.9687891262583,0.5843510135855469,1.534446487828336
IDT,2021-09-01T21:56:30,2021-09-02T05:19:30,432,31.955787037037037,115.63680838817709,749.2389385513961,0.5842292930658077,1.5113178393081887
IDT,2021-09-04T00:45:30,2021-09-04T07:52,426,32.41666666666667,289.9506527415142,715.8423263502773,0.6200835033176828,1.5175240981540337
IDT,2021-09-07T22:38,2021-09-08T03:52:30,315,32.86666666666667,321.91569767441797,550.8232266958803,0.6012699995979668,1.4737512166611937
IDT,2021-09-08T22:54,2021-09-09T06:51,477,32.51069182389937,275.4064195736446,782.0474128770875,0.6246468202400449,1.4708324650819125
IDT,2021-09-09T23:15,2021-09-10T07:13:30,479,31.989979123173278,27.139779823430217,759.8096193086822,0.6035846272650984,1.4551595089326768
IDT,2021-09-10T23:37:30,2021-09-11T07:15:30,458,31.314628820960696,-283.36050279930896,1428.5645950800972,0.5811695272106466,1.4500284278209452
IDT,2021-09-11T22:41,2021-09-12T07:42:30,533,30.865853658536583,-568.9594934323832,1217.7235744216014,0.561089570986714,1.4322018288679486
IDT,2021-09-12T23:44,2021-09-13T06:59:30,428,31.65677570093458,-80.43676633444011,846.1673443418695,0.557453247234674,1.4232317620365895
IDT,2021-09-13T23:49,2021-09-14T07:08:30,440,31.32431818181818,-174.30509067769708,751.4403969002888,0.5576293569846988,1.4051522911244492
IDT,2021-09-14T23:27,2021-09-15T07:06,459,32.60305010893246,405.10605313394626,759.5758481171215,0.5864504030027035,1.4054275797888631
IDT,2021-09-15T23:53:30,2021-09-16T07:49,475,31.261684210526315,-216.5949432576781,918.8476409363793,0.5965924202478508,1.412867253559182
IDT,2021-09-16T23:57,2021-09-17T08:07,490,31.648571428571426,-33.86004672897434,1430.703801560332,0.5927218931106767,1.4321333361019488
IDT,2021-09-18T01:58:30,2021-09-18T09:44,465,32.28301075268817,203.80888704318932,673.764951479272,0.5447121980271112,1.3832395823396013
IDT,2021-09-19T23:11,2021-09-20T06:54:30,463,31.324838012958963,-212.50597786713115,1008.4395477954531,0.5562367943755159,1.3790400801243874
IDT,2021-09-26T00:11:30,2021-09-26T07:44:30,453,31.367328918322293,-188.66783579656658,690.8938460578211,0.5598887763301652,1.3889249546906215
IDT,2021-09-26T23:33,2021-09-27T07:09,456,31.277412280701757,-230.91927841773577,1144.9553139144555,0.5478177116476168,1.4158826483299043
IDT,2021-09-27T23:00:30,2021-09-28T07:07:30,473,31.486680761099368,-140.54411993769463,819.5464474610053,0.5453745716882749,1.4319584865708521
IDT,2021-09-28T23:19:30,2021-09-29T07:37:30,496,32.312298387096774,250.98444098303844,801.3373782573035,0.556380037415246,1.4213376025990834
IDT,2021-09-29T23:30,2021-09-30T07:03:30,454,32.299118942731276,223.74825848044202,673.791196416365,0.5587306936695343,1.401284334685435
IDT,2021-09-30T23:00:30,2021-10-01T07:33:30,487,32.341273100616014,260.5409733039123,1632.907677146024,0.569254747732307,1.415522329634619
