type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-01-01T00:15,2022-01-01T08:36:30,489,32.77955010224949,86.88881987577588,402.9144928822061,0.4131378642885371,1.179600988981779
IDT,2022-01-01T23:54:30,2022-01-02T08:11:30,497,32.435010060362174,-82.92608695652234,338.18731569009833,0.40970253991924305,1.1668066150368757
IDT,2022-01-03T00:05:30,2022-01-03T06:41,395,32.3053164556962,-117.13602484472176,849.7751602947246,0.3900869747346094,1.1745710911290606
IDT,2022-01-03T22:09,2022-01-04T06:40:30,499,32.67254509018036,35.270186335403196,528.4068257396575,0.3832365634794774,1.180083478419336
IDT,2022-01-04T22:55:30,2022-01-05T06:34:30,458,32.961790393013096,149.6378757515031,316.9110564615112,0.34853644395901046,1.1559941951797474
IDT,2022-01-05T22:09:30,2022-01-06T06:13,483,32.636024844720495,1.8189894035458565E-12,754.5931677018525,0.3475660996634629,1.1650202750619245
IDT,2022-01-06T22:55:30,2022-01-07T06:34:30,459,32.924836601307184,132.5645962732924,425.5630766559625,0.3366505594707261,1.16634503688738
IDT,2022-01-07T22:19,2022-01-08T07:59,580,33.123620689655176,271.05034013605473,586.83585670311,0.34815172019773405,1.1585414371509106
IDT,2022-01-08T22:30,2022-01-09T07:36,546,32.908791208791214,137.86428571428405,1395.4883539844304,0.3275059200018512,1.178283138409851
IDT,2022-01-09T22:55,2022-01-10T06:20:30,446,33.18385650224215,235.2935374149656,415.1361631149193,0.3414153153616032,1.176151401759586
IDT,2022-01-10T21:54:30,2022-01-11T06:28,513,33.50799220272904,428.5843687374763,1375.2968053140212,0.3756241512111311,1.2009361166416244
IDT,2022-01-11T21:34,2022-01-12T05:49:30,496,35.21068548387097,1258.9176352705435,3542.2030693448614,0.6113583706987165,1.2801570038325425
IDT,2022-01-23T21:48:30,2022-01-24T06:03:30,483,32.95548654244306,84.9773006134983,299.68356442963704,0.7069242857642994,1.2463309837942214
IDT,2022-01-24T22:22:30,2022-01-25T06:24:30,482,32.606016597510376,-70.64497365690477,678.9667267698096,0.6891951783114894,1.2466150371002043
IDT,2022-01-25T22:10:30,2022-01-26T06:20:30,490,31.917755102040818,-395.85172413793043,1686.808566332562,0.705154226781549,1.295374115857225
IDT,2022-01-26T21:36,2022-01-27T06:33:30,527,32.5965844402277,-67.99950738916232,964.6479184159543,0.7060967171816912,1.3209473208182931
IDT,2022-01-27T22:11:30,2022-01-28T06:10:30,479,32.58079331941545,-69.36995073891558,403.0096243538428,0.6704891032828918,1.2830909323530428
