sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
30518207932,2021-01-16T08:03:30Z,82,18,19,45,76,63,0.10687655343827672
30498790506,2021-01-15T07:00:00Z,77,17,20,40,46,63,0.09503695881731784
30483594344,2021-01-14T07:04:00Z,86,20,21,45,37,63,0.09689922480620156
30470032870,2021-01-13T06:07:30Z,86,19,21,46,63,63,0.09606147934678194
30449718569,2021-01-12T07:23:30Z,87,20,22,45,50,65,0.09389671361502347
30433493504,2021-01-11T07:17:30Z,78,17,19,42,37,65,0.1246797608881298
30418987123,2021-01-10T07:03:00Z,72,15,21,36,38,66,0.0676818950930626
30406259798,2021-01-09T07:36:30Z,80,19,17,44,40,65,0.12316176470588236
30392971304,2021-01-08T06:58:30Z,82,16,21,45,52,67,0.07961165048543689
30380069466,2021-01-07T06:45:30Z,79,17,20,42,50,66,0.05850487540628386
30367748852,2021-01-06T07:17:30Z,78,19,18,41,52,66,0.09947089947089947
30351578419,2021-01-05T07:14:00Z,84,21,20,43,48,66,0.09608938547486033
30337222829,2021-01-04T06:52:30Z,84,20,18,46,69,65,0.08695652173913043
30323254103,2021-01-03T07:02:30Z,80,20,20,40,40,66,0.11202466598150052
30310475927,2021-01-02T07:35:30Z,81,17,20,44,45,68,0.08493150684931507
30302529462,2021-01-01T08:35:30Z,66,19,12,35,72,67,0.09626955475330927
30285710959,2020-12-31T07:46:30Z,84,20,18,46,66,65,0.08050436469447139
30270450876,2020-12-30T07:26:30Z,87,21,20,46,74,66,0.09980237154150198
30254095713,2020-12-29T07:25:30Z,82,16,22,44,60,67,0.06592386258124419
30241013431,2020-12-28T07:48:30Z,83,18,20,45,64,68,0.08179419525065963
30229147018,2020-12-27T08:44:30Z,52,14,13,25,20,66,0.07948717948717948
30214639792,2020-12-26T07:45:30Z,82,20,21,41,55,68,0.08840413318025259
30209265493,2020-12-25T07:46:00Z,74,21,14,39,66,66,0.08125819134993446
30192137734,2020-12-24T07:51:30Z,88,21,21,46,64,68,0.10442144873000941
30181691731,2020-12-23T08:11:00Z,82,21,15,46,86,66,0.09204647006255585
30168817078,2020-12-22T07:15:30Z,84,21,18,45,39,65,0.095703125
30156260909,2020-12-21T06:50:30Z,83,17,21,45,31,65,0.09621289662231321
30145450002,2020-12-20T08:01:30Z,72,19,12,41,76,63,0.11904761904761904
30135425160,2020-12-19T09:01:00Z,69,21,11,37,66,61,0.1259029927760578
30124044420,2020-12-18T06:39:30Z,82,17,19,46,43,61,0.12323612417685795
30107558127,2020-12-17T06:59:30Z,86,20,20,46,37,60,0.08622398414271557
30094734332,2020-12-16T06:56:30Z,81,18,18,45,75,59,0.09683995922528033
30080127490,2020-12-15T07:09:30Z,83,18,20,45,55,59,0.09575518262586377
30062626356,2020-12-14T07:06:30Z,84,21,19,44,73,60,0.12993262752646775
30049926038,2020-12-13T07:57:30Z,87,21,21,45,61,61,0.09099350046425256
30039314271,2020-12-12T08:24:30Z,73,20,13,40,83,59,0.11510031678986272
30026125818,2020-12-11T06:29:30Z,87,20,21,46,53,60,0.10821643286573146
30013417377,2020-12-10T07:34:30Z,79,20,21,38,36,60,0.07680945347119646
29997828630,2020-12-09T07:16:30Z,81,21,14,46,80,58,0.09549071618037135
29987183579,2020-12-08T06:59:30Z,84,21,22,41,81,60,0.08745684695051784
29971020565,2020-12-07T06:44:30Z,87,18,22,47,81,60,0.07976071784646062
29957408345,2020-12-06T07:38:30Z,75,17,14,44,51,58,0.09980806142034548
29946843052,2020-12-05T06:05:30Z,78,20,16,42,49,56,0.1185006045949214
29935233112,2020-12-04T06:46:30Z,84,17,22,45,73,56,0.06755373592630501
29921189372,2020-12-03T07:04:30Z,84,21,18,45,43,55,0.1010689990281827
29908929370,2020-12-02T06:31:30Z,84,19,21,44,65,55,0.09628217349857007
29898264225,2020-12-01T07:19:30Z,82,20,20,42,50,56,0.10367892976588629
29885845747,2020-11-30T07:03:30Z,90,21,23,46,55,58,0.07580174927113703
29871598579,2020-11-29T07:04:30Z,73,19,17,37,53,57,0.06685633001422475
29860871427,2020-11-28T07:15:30Z,80,15,20,45,29,56,0.08115942028985507
29849177868,2020-11-27T06:50:30Z,59,17,11,31,49,54,0.11706102117061021
29838489880,2020-11-26T07:23:00Z,80,19,20,41,54,54,0.0778642936596218
29826478959,2020-11-25T07:19:30Z,87,20,23,44,86,55,0.07346189164370982
29812020713,2020-11-24T07:01:30Z,77,20,19,38,33,56,0.15485278080697928
29799663205,2020-11-23T06:46:30Z,85,18,22,45,65,58,0.08136234626300852
29787411059,2020-11-22T07:54:30Z,79,17,19,43,76,57,0.1141352063213345
29774785933,2020-11-21T06:43:30Z,84,21,20,43,53,57,0.09057527539779682
29762348032,2020-11-20T05:48:30Z,72,17,20,35,57,57,0.12272727272727273
29749109957,2020-11-19T06:38:30Z,90,21,22,47,78,58,0.06976744186046512
29735638266,2020-11-18T07:15:00Z,87,21,20,46,61,59,0.0883248730964467
29719698894,2020-11-17T06:33:30Z,86,21,22,43,64,60,0.06424242424242424
29704524466,2020-11-16T06:20:30Z,88,21,21,46,66,62,0.10179076343072573
29692968145,2020-11-15T07:24:30Z,72,20,14,38,62,59,0.09371671991480299
29669386441,2020-11-13T07:41:30Z,78,18,17,43,53,58,0.1244153414405987
29655918603,2020-11-12T07:23:30Z,86,20,21,45,34,60,0.10091743119266056
29642437323,2020-11-11T06:45:30Z,87,21,21,45,47,63,0.09598432908912831
29630525104,2020-11-10T06:41:30Z,86,18,23,45,87,64,0.06448508180943215
29615221581,2020-11-09T06:46:30Z,79,17,22,40,79,66,0.09214659685863874
29603640339,2020-11-08T07:26:00Z,86,21,19,46,64,66,0.08878048780487804
29591344910,2020-11-07T06:51:00Z,82,22,14,46,95,64,0.10584958217270195
29578653803,2020-11-06T05:49:30Z,75,20,18,37,68,63,0.09194097616345062
29565229894,2020-11-05T06:45:30Z,81,21,19,41,76,62,0.08649173955296405
29554054752,2020-11-04T07:13:30Z,61,20,12,29,54,60,0.09820193637621023
29545902233,2020-11-03T07:03:30Z,83,21,20,42,72,60,0.10725552050473186
29524887571,2020-11-02T06:59:30Z,78,18,21,39,99,62,0.09332113449222323
29514050646,2020-11-01T07:45:00Z,63,16,11,36,59,60,0.13181242078580482
29501917403,2020-10-31T07:10:30Z,83,21,20,42,53,59,0.08130939809926083
29490613378,2020-10-30T07:29:30Z,81,21,20,40,85,59,0.07418111753371869
29472289281,2020-10-29T06:06:30Z,79,20,21,38,32,59,0.09410288582183186
29457668263,2020-10-28T06:57:30Z,71,16,21,34,22,61,0.10147783251231528
29443376600,2020-10-27T07:09:30Z,83,20,22,41,26,63,0.10093652445369407
29428261460,2020-10-26T06:57:30Z,85,21,22,42,44,65,0.08153701968134958
29415397339,2020-10-25T07:24:30Z,63,18,12,33,92,62,0.10362694300518134
29404189141,2020-10-24T07:52:30Z,61,15,20,26,39,61,0.13150684931506848
29404189140,2020-10-24T03:44:00Z,66,17,19,30,28,61,0.12441679626749612
29395872899,2020-10-23T06:38:30Z,78,19,21,38,40,60,0.07708553326293559
29376407256,2020-10-22T06:09:30Z,83,21,20,42,81,59,0.08826583592938733
29363849203,2020-10-21T06:09:00Z,72,17,22,33,49,61,0.07095926412614981
29352642886,2020-10-20T07:22:30Z,81,20,23,38,67,64,0.07982740021574973
29336564591,2020-10-19T06:34:30Z,83,19,22,42,37,65,0.09090909090909091
29322886431,2020-10-18T07:40:30Z,77,16,19,42,23,65,0.12209802235597593
29317334822,2020-10-17T07:17:00Z,66,17,14,35,74,63,0.07013574660633484
29294962417,2020-10-16T07:05:30Z,71,16,17,38,18,62,0.13059360730593608
29288307753,2020-10-15T06:57:30Z,76,14,22,40,25,63,0.10918367346938776
29276425945,2020-10-14T07:17:30Z,84,20,20,44,67,64,0.10292887029288703
29261100040,2020-10-13T06:05:30Z,79,21,20,38,81,63,0.09501738122827347
29243077886,2020-10-12T06:37:30Z,80,18,22,40,51,65,0.06465997770345597
29229885594,2020-10-11T06:13:30Z,74,17,20,37,27,64,0.09566326530612244
29217754178,2020-10-10T06:55:30Z,72,19,16,37,46,62,0.08918617614269789
29206507262,2020-10-09T06:59:30Z,73,17,19,37,45,60,0.08666666666666667
29194827190,2020-10-08T07:26:30Z,90,21,22,47,69,61,0.07927927927927927
29180741312,2020-10-07T07:36:30Z,82,21,23,38,52,60,0.047244094488188976
29161746518,2020-10-06T06:21:30Z,82,19,23,40,51,62,0.08469055374592833
29146575849,2020-10-05T06:42:30Z,77,16,21,40,37,62,0.08756218905472637
29133087903,2020-10-04T06:51:30Z,77,17,22,38,35,64,0.06580493537015276
29123263519,2020-10-03T07:56:30Z,80,18,22,40,64,63,0.09556650246305419
29110117572,2020-10-02T06:48:30Z,87,21,23,43,67,66,0.06986444212721585
29098172254,2020-10-01T06:41:00Z,67,19,13,35,56,64,0.11882229232386961
29085721036,2020-09-30T07:06:30Z,77,18,20,39,62,64,0.09140271493212669
29072100066,2020-09-29T07:21:30Z,76,18,20,38,36,64,0.08603351955307263
29055539629,2020-09-28T06:18:30Z,82,19,21,42,59,64,0.09003831417624521
29042700317,2020-09-27T06:52:30Z,73,17,18,38,56,63,0.1294685990338164
29030595593,2020-09-26T07:05:00Z,79,19,21,39,48,63,0.09149623250807319
29018513917,2020-09-25T06:34:30Z,84,19,21,44,60,64,0.08520179372197309
29007298200,2020-09-24T06:57:30Z,56,14,14,28,5,62,0.09200968523002422
29005201125,2020-09-24T02:03:00Z,49,16,11,22,23,62,0.1569620253164557
28995147282,2020-09-23T06:57:30Z,76,18,20,38,16,61,0.08150470219435736
28981497960,2020-09-22T06:57:30Z,81,19,21,41,71,63,0.09000989119683482
28962967510,2020-09-21T06:33:30Z,83,19,22,42,43,64,0.07739938080495357
28950593738,2020-09-20T06:44:00Z,78,20,19,39,38,64,0.09040793825799338
28937970674,2020-09-19T06:04:30Z,82,20,23,39,49,65,0.06559263521288838
28926491507,2020-09-18T06:53:00Z,79,18,22,39,37,65,0.08090614886731391
28910515393,2020-09-17T06:18:30Z,82,21,23,38,70,65,0.06256983240223464
28894897276,2020-09-16T06:14:30Z,84,21,22,41,60,65,0.08161258603736479
28886258887,2020-09-15T06:25:30Z,82,21,20,41,52,67,0.09699321047526673
28870872506,2020-09-14T06:33:30Z,85,21,21,43,46,68,0.09002904162633107
28858087751,2020-09-13T07:55:30Z,77,20,19,38,62,67,0.0636042402826855
28845735092,2020-09-12T09:43:30Z,69,15,21,33,26,69,0.11922663802363051
28830496208,2020-09-11T06:26:30Z,66,19,13,34,62,67,0.144076840981857
28827597377,2020-09-10T06:13:30Z,75,21,14,40,64,65,0.08325624421831637
28792301978,2020-09-07T06:14:30Z,63,16,13,34,53,59,0.11001100110011001
28764759272,2020-09-06T06:09:30Z,82,23,13,46,106,57,0.0730186999109528
28739362506,2020-09-04T07:02:30Z,79,20,20,39,55,56,0.08266360505166476
28723859543,2020-09-03T06:08:00Z,75,17,21,37,53,56,0.060832443970117396
28705888753,2020-09-02T06:05:30Z,78,19,21,38,65,56,0.07428571428571429
28691562341,2020-09-01T07:06:30Z,73,17,22,34,61,56,0.06165228113440197
28675590145,2020-08-31T06:47:30Z,89,21,22,46,55,59,0.06893295561850803
28651724647,2020-08-29T08:00:30Z,68,21,13,34,51,57,0.09989373007438895
28638581212,2020-08-28T06:27:30Z,84,20,22,42,65,59,0.06220095693779904
28623731937,2020-08-27T06:56:30Z,46,15,9,22,45,57,0.18925831202046037
28608815194,2020-08-26T06:54:30Z,83,21,20,42,77,57,0.06098741529525654
28596134850,2020-08-25T06:54:30Z,81,20,22,39,55,61,0.08229988726042842
