timestamp,bucket_values
2021-04-01T06:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.004, 0.01, 0.023, 0.05, 0.075, 0.112, 0.142, 0.144, 0.141, 0.117, 0.08, 0.045, 0.024, 0.012, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-04-02T07:11:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.006, 0.005, 0.016, 0.045, 0.096, 0.162, 0.208, 0.191, 0.131, 0.074, 0.037, 0.015, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-03T07:40:30,"[0.0, 0.0, 0.001, 0.009, 0.012, 0.028, 0.116, 0.406, 0.37, 0.052, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-04T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.006, 0.013, 0.04, 0.08, 0.111, 0.125, 0.126, 0.13, 0.121, 0.094, 0.07, 0.044, 0.02, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-05T06:55:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.004, 0.004, 0.01, 0.026, 0.061, 0.107, 0.181, 0.208, 0.169, 0.11, 0.061, 0.032, 0.013, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-06T06:01:30,"[0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.005, 0.01, 0.029, 0.09, 0.17, 0.206, 0.191, 0.144, 0.083, 0.041, 0.014, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-07T05:53:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.009, 0.041, 0.104, 0.145, 0.156, 0.178, 0.155, 0.104, 0.057, 0.026, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-08T07:11:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.004, 0.005, 0.018, 0.041, 0.058, 0.092, 0.137, 0.168, 0.157, 0.126, 0.088, 0.05, 0.025, 0.012, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-09T06:48:30,"[0.0, 0.0, 0.0, 0.001, 0.006, 0.008, 0.008, 0.022, 0.09, 0.215, 0.272, 0.223, 0.096, 0.037, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-10T06:51:00,"[0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.005, 0.011, 0.054, 0.13, 0.183, 0.187, 0.166, 0.113, 0.067, 0.038, 0.022, 0.01, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-11T06:50:30,"[0.0, 0.0, 0.0, 0.003, 0.006, 0.006, 0.025, 0.163, 0.366, 0.235, 0.121, 0.045, 0.017, 0.006, 0.002, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-12T07:00:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.008, 0.017, 0.041, 0.067, 0.112, 0.165, 0.166, 0.14, 0.113, 0.074, 0.041, 0.025, 0.013, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-13T04:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.007, 0.006, 0.011, 0.025, 0.04, 0.064, 0.107, 0.15, 0.162, 0.141, 0.106, 0.078, 0.05, 0.025, 0.011, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-14T06:33:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.004, 0.005, 0.013, 0.028, 0.049, 0.096, 0.155, 0.176, 0.159, 0.132, 0.089, 0.051, 0.02, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-15T05:32:30,"[0.0, 0.0, 0.001, 0.0, 0.0, 0.002, 0.005, 0.004, 0.011, 0.03, 0.057, 0.079, 0.112, 0.158, 0.176, 0.143, 0.106, 0.064, 0.034, 0.012, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-16T06:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.007, 0.011, 0.026, 0.037, 0.059, 0.079, 0.113, 0.157, 0.155, 0.133, 0.098, 0.062, 0.031, 0.015, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-17T06:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.006, 0.006, 0.009, 0.017, 0.054, 0.093, 0.122, 0.154, 0.169, 0.15, 0.117, 0.06, 0.025, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-18T05:55:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.006, 0.007, 0.013, 0.024, 0.052, 0.105, 0.182, 0.182, 0.145, 0.115, 0.08, 0.044, 0.018, 0.01, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-19T06:16:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.004, 0.008, 0.021, 0.05, 0.092, 0.15, 0.22, 0.196, 0.121, 0.066, 0.032, 0.018, 0.007, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-20T06:14:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.004, 0.007, 0.012, 0.022, 0.034, 0.053, 0.091, 0.161, 0.187, 0.159, 0.119, 0.074, 0.038, 0.019, 0.007, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-21T06:31:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.007, 0.01, 0.03, 0.046, 0.067, 0.109, 0.167, 0.189, 0.16, 0.103, 0.057, 0.027, 0.012, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-22T06:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.009, 0.027, 0.043, 0.081, 0.147, 0.17, 0.173, 0.151, 0.102, 0.05, 0.021, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-24T06:39:00,"[0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.005, 0.008, 0.018, 0.075, 0.193, 0.232, 0.196, 0.122, 0.071, 0.041, 0.019, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-25T06:20:00,"[0.0, 0.0, 0.0, 0.003, 0.013, 0.017, 0.018, 0.048, 0.24, 0.448, 0.157, 0.044, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-26T06:12:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.009, 0.02, 0.032, 0.054, 0.105, 0.151, 0.164, 0.153, 0.119, 0.089, 0.052, 0.025, 0.011, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-27T06:05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.004, 0.008, 0.022, 0.034, 0.073, 0.095, 0.133, 0.166, 0.149, 0.119, 0.09, 0.053, 0.029, 0.011, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-28T06:32:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.004, 0.007, 0.019, 0.038, 0.045, 0.064, 0.103, 0.152, 0.168, 0.146, 0.107, 0.07, 0.04, 0.017, 0.008, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-29T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.008, 0.027, 0.086, 0.189, 0.312, 0.219, 0.097, 0.033, 0.012, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-30T06:23:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.005, 0.009, 0.017, 0.033, 0.06, 0.098, 0.166, 0.202, 0.166, 0.117, 0.069, 0.031, 0.013, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
