timestamp,bucket_values
2021-10-01T07:33:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.004, 0.003, 0.004, 0.003, 0.007, 0.01, 0.024, 0.053, 0.094, 0.136, 0.159, 0.163, 0.14, 0.105, 0.055, 0.024, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0]"
2021-10-03T07:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.008, 0.005, 0.008, 0.018, 0.041, 0.072, 0.114, 0.178, 0.181, 0.148, 0.104, 0.06, 0.031, 0.016, 0.005, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-10-04T07:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.007, 0.004, 0.014, 0.019, 0.024, 0.043, 0.078, 0.135, 0.16, 0.148, 0.12, 0.095, 0.066, 0.043, 0.021, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-10-05T07:17:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.002, 0.003, 0.002, 0.004, 0.007, 0.013, 0.028, 0.05, 0.069, 0.093, 0.115, 0.135, 0.151, 0.135, 0.099, 0.059, 0.022, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0]"
2021-10-08T07:41:00,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.003, 0.003, 0.003, 0.003, 0.007, 0.014, 0.028, 0.058, 0.102, 0.132, 0.153, 0.155, 0.13, 0.101, 0.058, 0.026, 0.011, 0.004, 0.002, 0.0, 0.0, 0.0]"
2021-10-11T07:14:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.004, 0.008, 0.01, 0.009, 0.016, 0.025, 0.037, 0.052, 0.079, 0.097, 0.099, 0.101, 0.108, 0.103, 0.094, 0.069, 0.045, 0.023, 0.011, 0.004, 0.001, 0.001]"
2021-10-12T07:24:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.004, 0.005, 0.005, 0.015, 0.019, 0.029, 0.05, 0.075, 0.101, 0.109, 0.111, 0.118, 0.113, 0.095, 0.071, 0.045, 0.018, 0.009, 0.002, 0.001, 0.0]"
2021-10-13T07:08:00,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.002, 0.003, 0.004, 0.005, 0.009, 0.017, 0.031, 0.055, 0.085, 0.129, 0.144, 0.158, 0.139, 0.103, 0.064, 0.031, 0.014, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-10-14T07:24:00,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.002, 0.004, 0.006, 0.008, 0.018, 0.019, 0.033, 0.059, 0.095, 0.122, 0.143, 0.142, 0.122, 0.099, 0.068, 0.035, 0.016, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-10-15T07:26:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.004, 0.007, 0.012, 0.015, 0.018, 0.041, 0.072, 0.091, 0.127, 0.146, 0.143, 0.118, 0.098, 0.059, 0.027, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0]"
