recorded_time,temperature,sensor_type
2021-05-24T00:00,-0.26005917159763925,UNKNOWN
2021-05-24T00:01,-0.36005917159763356,UNKNOWN
2021-05-24T00:02,-0.460059171597635,UNKNOWN
2021-05-24T00:03,-0.26005917159763925,UNKNOWN
2021-05-24T00:04,-0.26005917159763925,UNKNOWN
2021-05-24T00:05,-0.26005917159763925,UNKNOWN
2021-05-24T00:06,-0.26005917159763925,UNKNOWN
2021-05-24T00:07,-0.26005917159763925,UNKNOWN
2021-05-24T00:08,-0.06005917159763641,UNKNOWN
2021-05-24T00:09,0.039940828402365014,UNKNOWN
2021-05-24T00:10,0.039940828402365014,UNKNOWN
2021-05-24T00:11,0.13994082840236644,UNKNOWN
2021-05-24T00:12,0.23994082840236075,UNKNOWN
2021-05-24T00:13,0.23994082840236075,UNKNOWN
2021-05-24T00:14,0.33994082840236217,UNKNOWN
2021-05-24T00:15,0.4399408284023636,UNKNOWN
2021-05-24T00:16,0.4399408284023636,UNKNOWN
2021-05-24T00:17,0.4399408284023636,UNKNOWN
2021-05-24T00:18,0.539940828402365,UNKNOWN
2021-05-24T00:19,0.539940828402365,UNKNOWN
2021-05-24T00:20,0.539940828402365,UNKNOWN
2021-05-24T00:21,0.6399408284023664,UNKNOWN
2021-05-24T00:22,0.6399408284023664,UNKNOWN
2021-05-24T00:23,0.6399408284023664,UNKNOWN
2021-05-24T00:24,0.7399408284023608,UNKNOWN
2021-05-24T00:25,0.7399408284023608,UNKNOWN
2021-05-24T00:26,0.7399408284023608,UNKNOWN
2021-05-24T00:27,0.7399408284023608,UNKNOWN
2021-05-24T00:28,0.7399408284023608,UNKNOWN
2021-05-24T00:29,0.7399408284023608,UNKNOWN
2021-05-24T00:30,0.7399408284023608,UNKNOWN
2021-05-24T00:31,0.7399408284023608,UNKNOWN
2021-05-24T00:32,0.7399408284023608,UNKNOWN
2021-05-24T00:33,0.7399408284023608,UNKNOWN
2021-05-24T00:34,0.7399408284023608,UNKNOWN
2021-05-24T00:35,0.6399408284023664,UNKNOWN
2021-05-24T00:36,0.539940828402365,UNKNOWN
2021-05-24T00:37,0.4399408284023636,UNKNOWN
2021-05-24T00:38,0.33994082840236217,UNKNOWN
2021-05-24T00:39,0.23994082840236075,UNKNOWN
2021-05-24T00:40,0.23994082840236075,UNKNOWN
2021-05-24T00:41,0.13994082840236644,UNKNOWN
2021-05-24T00:42,0.13994082840236644,UNKNOWN
2021-05-24T00:43,0.039940828402365014,UNKNOWN
2021-05-24T00:44,0.13994082840236644,UNKNOWN
2021-05-24T00:45,0.039940828402365014,UNKNOWN
2021-05-24T00:46,-0.06005917159763641,UNKNOWN
2021-05-24T00:47,-0.16005917159763783,UNKNOWN
2021-05-24T00:48,-0.26005917159763925,UNKNOWN
2021-05-24T00:49,-0.26005917159763925,UNKNOWN
2021-05-24T00:50,-0.36005917159763356,UNKNOWN
2021-05-24T00:51,-0.5600591715976364,UNKNOWN
2021-05-24T00:52,-0.6600591715976378,UNKNOWN
2021-05-24T00:53,-0.7600591715976357,UNKNOWN
2021-05-24T00:54,-0.7600591715976357,UNKNOWN
2021-05-24T00:55,-0.8600591715976371,UNKNOWN
2021-05-24T00:56,-0.8600591715976371,UNKNOWN
2021-05-24T00:57,-1.0600591715976364,UNKNOWN
2021-05-24T00:58,-1.0600591715976364,UNKNOWN
2021-05-24T00:59,-1.0600591715976364,UNKNOWN
2021-05-24T01:00,-1.0600591715976364,UNKNOWN
2021-05-24T01:01,-0.960059171597635,UNKNOWN
2021-05-24T01:02,-0.8600591715976371,UNKNOWN
2021-05-24T01:03,-0.8600591715976371,UNKNOWN
2021-05-24T01:04,-0.7600591715976357,UNKNOWN
2021-05-24T01:05,-0.7600591715976357,UNKNOWN
2021-05-24T01:06,-0.7600591715976357,UNKNOWN
2021-05-24T01:07,-0.7600591715976357,UNKNOWN
2021-05-24T01:08,-0.6600591715976378,UNKNOWN
2021-05-24T01:09,-0.6600591715976378,UNKNOWN
2021-05-24T01:10,-0.6600591715976378,UNKNOWN
2021-05-24T01:11,-0.7600591715976357,UNKNOWN
2021-05-24T01:12,-0.7600591715976357,UNKNOWN
2021-05-24T01:13,-0.7600591715976357,UNKNOWN
2021-05-24T01:14,-0.7600591715976357,UNKNOWN
2021-05-24T01:15,-0.7600591715976357,UNKNOWN
2021-05-24T01:16,-0.7600591715976357,UNKNOWN
2021-05-24T01:17,-0.7600591715976357,UNKNOWN
2021-05-24T01:18,-0.7600591715976357,UNKNOWN
2021-05-24T01:19,-0.7600591715976357,UNKNOWN
2021-05-24T01:20,-0.7600591715976357,UNKNOWN
2021-05-24T01:21,-0.7600591715976357,UNKNOWN
2021-05-24T01:22,-0.7600591715976357,UNKNOWN
2021-05-24T01:23,-0.7600591715976357,UNKNOWN
2021-05-24T01:24,-0.7600591715976357,UNKNOWN
2021-05-24T01:25,-0.7600591715976357,UNKNOWN
2021-05-24T01:26,-0.7600591715976357,UNKNOWN
2021-05-24T01:27,-0.7600591715976357,UNKNOWN
2021-05-24T01:28,-0.7600591715976357,UNKNOWN
2021-05-24T01:29,-0.7600591715976357,UNKNOWN
2021-05-24T01:30,-0.7600591715976357,UNKNOWN
2021-05-24T01:31,-0.7600591715976357,UNKNOWN
2021-05-24T01:32,-0.7600591715976357,UNKNOWN
2021-05-24T01:33,-0.7600591715976357,UNKNOWN
2021-05-24T01:34,-0.7600591715976357,UNKNOWN
2021-05-24T01:35,-0.6600591715976378,UNKNOWN
2021-05-24T01:36,-0.6600591715976378,UNKNOWN
2021-05-24T01:37,-0.6600591715976378,UNKNOWN
2021-05-24T01:38,-0.6600591715976378,UNKNOWN
2021-05-24T01:39,-0.6600591715976378,UNKNOWN
2021-05-24T01:40,-0.6600591715976378,UNKNOWN
2021-05-24T01:41,-0.6600591715976378,UNKNOWN
2021-05-24T01:42,-0.6600591715976378,UNKNOWN
