type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-07-31T22:46:30,2021-08-01T06:24:30,457,31.022319474835886,-409.82663316582875,1201.6550311860628,0.6822205647719566,1.5975968267117977
IDT,2021-08-01T22:32,2021-08-02T06:30:30,473,31.68583509513742,-74.31824480369505,586.3720539337955,0.6792233006930136,1.5771066639433668
IDT,2021-08-02T21:31:30,2021-08-03T05:59,507,31.17337278106509,-335.54919608269665,1798.3079743427224,0.6784401276835444,1.586340468851519
IDT,2021-08-03T22:28:30,2021-08-04T06:07,458,31.386026200873363,-205.7241258498525,1107.2775894250954,0.682514115549905,1.5952918308938382
IDT,2021-08-04T22:39:30,2021-08-05T06:06,446,31.569058295964126,-114.97944878083217,621.9748736365,0.6816276871205577,1.5888974180301945
IDT,2021-08-05T22:47:30,2021-08-06T05:03:30,370,31.982972972972973,57.76189226702445,360.4201248601312,0.6310817335841277,1.5777092842629852
IDT,2021-08-06T22:51,2021-08-07T05:13:30,383,31.73603133159269,-21.91930209007478,989.1572214206681,0.6278763850926091,1.5855465259446944
IDT,2021-08-07T23:12:30,2021-08-08T06:01:30,409,29.989486552567236,-737.744111109243,2033.549421702628,0.6771030452967277,1.5796131792388215
IDT,2021-08-08T23:02,2021-08-09T03:59,297,31.597306397306397,-46.66134526380665,1003.5687580533559,0.6756266050293688,1.581843947620577
IDT,2021-08-09T20:50,2021-08-10T05:43:30,534,31.713857677902624,-15.188936963819287,947.1694827831816,0.6699875380649364,1.5721491475404814
IDT,2021-08-10T22:13,2021-08-11T05:30:30,436,32.51009174311926,334.7565982842207,1113.5584864560515,0.6746100455948948,1.5916888375441294
IDT,2021-08-11T21:12:30,2021-08-12T05:20:30,483,30.92815734989648,-393.2315665796359,1603.8241924528265,0.6889498260243343,1.587582672219537
IDT,2021-08-12T21:59:30,2021-08-13T05:17,436,30.654128440366975,-466.8758040699777,1487.1206798760686,0.6980084176163069,1.597214277277154
IDT,2021-08-13T22:24,2021-08-14T04:39:30,370,32.08918918918919,128.3484893696368,972.5192830364686,0.7011294103830522,1.5951679134559746
IDT,2021-08-14T22:17:30,2021-08-15T06:12:30,469,32.174413646055434,196.97922246220332,1271.7239106221823,0.7055824781209883,1.5973776593154052
IDT,2021-08-15T21:20:30,2021-08-16T05:36,495,32.07878787878788,160.56442456032164,827.7499685543589,0.7028283354720326,1.5940471217315824
IDT,2021-08-16T20:56,2021-08-17T04:25:30,449,31.662360801781738,-35.89331965684505,676.3232302805409,0.6718853310674505,1.584551055293411
IDT,2021-08-17T21:23:30,2021-08-18T04:57,453,31.4317880794702,-132.79986065068806,861.4333840813488,0.6634931812840488,1.5923776678972523
IDT,2021-08-18T21:30,2021-08-19T05:24:30,463,30.65550755939525,-483.5288769587696,1871.9314359676791,0.6821852787485697,1.6154780236100472
IDT,2021-08-19T21:49:30,2021-08-20T06:00,490,31.77857142857143,38.57527060518987,1194.161839800654,0.6751989383324652,1.6189064512174434
IDT,2021-08-26T21:23,2021-08-27T05:28:30,479,31.467640918580376,-55.34434403829073,503.3629987828899,0.719672704145336,1.6085477288786914
IDT,2021-08-28T00:25:30,2021-08-28T06:26:30,357,31.07563025210084,-158.0508097961938,268.1901357906172,0.6723348584970599,1.5816741069328086
IDT,2021-08-28T22:50:30,2021-08-29T06:32:30,462,31.416450216450215,-47.07751855977949,382.5121488175355,0.56576365105356,1.5116962898985433
IDT,2021-08-29T21:47,2021-08-30T06:30:30,516,31.910852713178294,169.07790913620556,1115.8810452672187,0.5667389341765854,1.502768156207022
IDT,2021-08-30T23:21,2021-08-31T06:14:30,414,32.241787439613525,253.34888978875642,1112.0649032783695,0.577816966248748,1.5119101866652218
IDT,2021-08-31T22:08,2021-09-01T06:10:30,480,31.98541666666667,170.67987221884687,1247.9687891262583,0.5843510135855469,1.534446487828336
