timestamp,bucket_values
2021-08-01T06:24:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.005, 0.004, 0.005, 0.011, 0.024, 0.053, 0.098, 0.143, 0.161, 0.14, 0.112, 0.075, 0.051, 0.042, 0.031, 0.02, 0.01, 0.005, 0.002, 0.001, 0.0, 0.0]"
2021-08-02T06:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.002, 0.004, 0.006, 0.012, 0.018, 0.027, 0.048, 0.069, 0.086, 0.092, 0.123, 0.139, 0.122, 0.106, 0.065, 0.036, 0.02, 0.011, 0.005, 0.002, 0.001]"
2021-08-03T05:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.008, 0.011, 0.011, 0.013, 0.021, 0.035, 0.049, 0.058, 0.07, 0.094, 0.165, 0.137, 0.115, 0.091, 0.056, 0.031, 0.014, 0.007, 0.003, 0.001]"
2021-08-04T06:07:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.001, 0.003, 0.003, 0.005, 0.009, 0.031, 0.057, 0.07, 0.088, 0.109, 0.129, 0.125, 0.121, 0.095, 0.07, 0.044, 0.021, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0]"
2021-08-05T06:06:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.003, 0.003, 0.003, 0.008, 0.014, 0.023, 0.045, 0.076, 0.095, 0.109, 0.132, 0.133, 0.121, 0.097, 0.063, 0.037, 0.016, 0.008, 0.003, 0.001, 0.001]"
2021-08-06T05:03:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.003, 0.003, 0.004, 0.004, 0.012, 0.022, 0.043, 0.083, 0.125, 0.148, 0.138, 0.127, 0.108, 0.081, 0.049, 0.026, 0.01, 0.005, 0.002, 0.001, 0.0, 0.0]"
2021-08-07T05:13:30,"[0.0, 0.0, 0.0, 0.004, 0.009, 0.014, 0.024, 0.101, 0.276, 0.276, 0.153, 0.077, 0.037, 0.015, 0.006, 0.005, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-08T06:01:30,"[0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.005, 0.008, 0.016, 0.07, 0.208, 0.234, 0.177, 0.105, 0.066, 0.041, 0.022, 0.014, 0.009, 0.007, 0.003, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-09T03:59:00,"[0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.005, 0.006, 0.01, 0.022, 0.045, 0.054, 0.114, 0.182, 0.173, 0.155, 0.105, 0.055, 0.035, 0.02, 0.009, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-10T05:43:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.001, 0.003, 0.002, 0.003, 0.003, 0.005, 0.01, 0.02, 0.044, 0.069, 0.096, 0.107, 0.113, 0.118, 0.107, 0.091, 0.076, 0.058, 0.037, 0.021, 0.011, 0.002, 0.001]"
2021-08-11T05:30:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.003, 0.001, 0.004, 0.005, 0.009, 0.026, 0.044, 0.061, 0.091, 0.108, 0.121, 0.125, 0.118, 0.095, 0.076, 0.053, 0.03, 0.014, 0.006, 0.002, 0.001, 0.0]"
2021-08-12T05:20:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.003, 0.006, 0.006, 0.009, 0.021, 0.035, 0.053, 0.078, 0.089, 0.098, 0.108, 0.114, 0.113, 0.101, 0.072, 0.046, 0.021, 0.01, 0.004, 0.002, 0.001]"
2021-08-13T05:17:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.006, 0.008, 0.014, 0.029, 0.059, 0.079, 0.093, 0.115, 0.127, 0.137, 0.129, 0.099, 0.055, 0.025, 0.009, 0.004, 0.002, 0.001, 0.0, 0.0]"
2021-08-14T04:39:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.006, 0.007, 0.008, 0.012, 0.042, 0.062, 0.076, 0.101, 0.136, 0.145, 0.129, 0.108, 0.081, 0.046, 0.024, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-15T06:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.003, 0.003, 0.007, 0.014, 0.03, 0.054, 0.098, 0.14, 0.152, 0.132, 0.109, 0.085, 0.068, 0.047, 0.026, 0.013, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0]"
