type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-05-31T21:52:30,2021-06-01T06:49:30,529,32.354064272211716,-31.416591928253183,449.99955056398176,0.6149475209558017,1.4807724778314302
IDT,2021-06-01T21:40,2021-06-02T05:37:30,468,32.53803418803419,58.30403587443834,452.3465824770974,0.6072320635249779,1.4847068591685486
IDT,2021-06-02T22:51:30,2021-06-03T06:31:30,456,32.333991228070175,-24.89370078740103,590.9621191642946,0.6027835115158888,1.4934277816600952
IDT,2021-06-03T22:44:30,2021-06-04T06:41,461,32.38655097613883,1.8189894035458565E-12,799.1966160520678,0.6013687200465421,1.5024686354274084
IDT,2021-06-04T23:09:30,2021-06-05T06:32:30,438,32.47260273972603,37.69067245119368,548.5345817119814,0.600425261211341,1.5045709370513856
IDT,2021-06-05T22:40:30,2021-06-06T08:06,563,32.258259325044406,-72.22819956615785,960.3753691164311,0.6002758337708426,1.5096494889841408
IDT,2021-06-10T21:57,2021-06-11T06:46:30,518,32.66525096525096,144.3665943600863,488.6894856507424,0.6172348883081983,1.4854753548920396
IDT,2021-06-12T23:40,2021-06-13T06:27,406,32.22610837438423,-65.5521316207487,185.54719694587402,0.62721142597185,1.4788143230904192
IDT,2021-06-14T22:35,2021-06-15T06:15:30,456,32.170614035087716,-98.46724511930552,599.7089437749237,0.6377699647009794,1.4938669416628738
IDT,2021-06-15T21:48:30,2021-06-16T06:17:30,509,32.33968565815324,-7.31871455576038,789.9035826772451,0.6331421325978799,1.492485562850355
IDT,2021-06-16T21:54:30,2021-06-17T06:42,527,31.95483870967742,-202.8143418467589,1161.317641857313,0.3297458408867633,1.4238046886723783
IDT,2021-06-18T00:31,2021-06-18T07:08,397,32.30327455919395,-13.324861915349175,948.7129771916661,0.3224979250711629,1.4284962835000143
IDT,2021-06-18T23:39,2021-06-19T07:14:30,456,32.34188596491228,2.3016699410600268,744.5815957993036,0.2823118347437743,1.4352145035187873
IDT,2021-06-20T00:31:30,2021-06-20T06:40:30,369,32.04010840108401,-102.77553775023262,2183.2319001622964,0.28269968495243847,1.4733397925224048
IDT,2021-06-20T21:28,2021-06-21T06:26:30,527,30.78178368121442,-809.9195349440961,2399.9693227401003,0.40842562190373344,1.4855588924047027
IDT,2021-06-21T23:01:30,2021-06-22T06:19:30,438,32.25114155251142,-29.561207410843053,1226.7895547568332,0.40848869505595037,1.4830914884303628
IDT,2021-06-22T22:03:30,2021-06-23T06:03:30,475,30.970736842105264,-640.2506244752294,2516.1145308229607,0.48037562627777414,1.5268159130417127
IDT,2021-06-23T22:47:30,2021-06-24T05:54,426,31.747417840375586,-243.33761268725902,1271.160267014755,0.47859052290003046,1.5128317460387573
IDT,2021-06-24T21:09:30,2021-06-25T06:44:30,575,32.22713043478261,-30.84099171853086,1698.7509682960808,0.4763981337725956,1.5372334734489748
IDT,2021-06-26T02:17,2021-06-26T07:45,328,32.0670731707317,-61.54174391915694,869.2712995262118,0.4711074927336222,1.5501814574136714
IDT,2021-06-27T01:09,2021-06-27T07:12:30,364,30.96510989010989,-469.4109597151619,1051.0748326942557,0.5284726768470602,1.5553757684948581
IDT,2021-06-27T21:14:30,2021-06-28T06:06:30,528,31.67935606060606,-295.56380464562244,1878.0756678341422,0.5127641799276078,1.581401990468861
IDT,2021-06-28T21:50:30,2021-06-29T06:06,495,31.39191919191919,-419.3723168552697,1518.4669497868745,0.5202493211018574,1.4954937091987348
IDT,2021-06-29T22:22,2021-06-30T06:13:30,472,32.666525423728814,201.72781099861095,825.6874358691275,0.5306780958059175,1.503048135955234
IDT,2021-06-30T22:51,2021-07-01T06:21,449,32.19220489977728,-15.452112657954785,407.034493954503,0.5276288483801795,1.5072493291537847
