timestamp,bucket_values
2021-12-01T06:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.005, 0.007, 0.008, 0.02, 0.057, 0.095, 0.128, 0.153, 0.161, 0.143, 0.105, 0.06, 0.031, 0.013, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-02T06:35:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.005, 0.007, 0.011, 0.034, 0.082, 0.142, 0.174, 0.175, 0.151, 0.108, 0.057, 0.025, 0.013, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-03T06:40:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.002, 0.005, 0.004, 0.003, 0.005, 0.015, 0.03, 0.054, 0.103, 0.147, 0.145, 0.145, 0.126, 0.097, 0.068, 0.029, 0.011, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0]"
2021-12-04T06:08:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.004, 0.01, 0.028, 0.073, 0.162, 0.205, 0.172, 0.138, 0.096, 0.053, 0.029, 0.011, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-05T07:25:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.009, 0.016, 0.072, 0.176, 0.207, 0.206, 0.149, 0.089, 0.041, 0.018, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-06T06:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.003, 0.004, 0.008, 0.029, 0.057, 0.099, 0.152, 0.184, 0.146, 0.122, 0.088, 0.052, 0.027, 0.012, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-07T06:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.004, 0.006, 0.013, 0.033, 0.071, 0.116, 0.149, 0.16, 0.152, 0.127, 0.08, 0.043, 0.023, 0.01, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-08T06:13:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.005, 0.004, 0.006, 0.008, 0.009, 0.02, 0.045, 0.082, 0.117, 0.157, 0.178, 0.146, 0.107, 0.061, 0.034, 0.013, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-09T05:45:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.007, 0.005, 0.006, 0.011, 0.023, 0.051, 0.103, 0.16, 0.18, 0.164, 0.127, 0.083, 0.043, 0.021, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-12-10T06:44:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.004, 0.005, 0.007, 0.031, 0.113, 0.239, 0.248, 0.17, 0.088, 0.048, 0.024, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
