timestamp,bucket_values
2021-07-01T06:21:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.009, 0.015, 0.026, 0.039, 0.075, 0.124, 0.162, 0.162, 0.146, 0.102, 0.061, 0.035, 0.019, 0.008, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0]"
2021-07-02T05:29:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.006, 0.007, 0.016, 0.035, 0.053, 0.066, 0.082, 0.097, 0.131, 0.151, 0.137, 0.093, 0.055, 0.033, 0.018, 0.006, 0.004, 0.001, 0.001, 0.0, 0.0]"
2021-07-03T06:49:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.005, 0.007, 0.008, 0.017, 0.03, 0.049, 0.075, 0.118, 0.144, 0.142, 0.138, 0.099, 0.074, 0.041, 0.02, 0.012, 0.005, 0.002, 0.001, 0.0, 0.0]"
2021-07-05T07:12:30,"[0.0, 0.0, 0.0, 0.0, 0.004, 0.009, 0.011, 0.018, 0.083, 0.162, 0.21, 0.26, 0.135, 0.059, 0.027, 0.013, 0.007, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-07-06T06:33:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.002, 0.004, 0.005, 0.005, 0.005, 0.014, 0.021, 0.043, 0.071, 0.091, 0.112, 0.124, 0.121, 0.11, 0.096, 0.072, 0.052, 0.026, 0.014, 0.006, 0.002, 0.001, 0.0]"
2021-07-07T06:37:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.003, 0.004, 0.005, 0.009, 0.03, 0.061, 0.108, 0.141, 0.141, 0.141, 0.118, 0.099, 0.068, 0.035, 0.017, 0.008, 0.003, 0.001, 0.001, 0.0, 0.0]"
2021-07-08T06:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.009, 0.007, 0.009, 0.019, 0.031, 0.072, 0.111, 0.147, 0.155, 0.132, 0.102, 0.079, 0.055, 0.035, 0.017, 0.009, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0]"
2021-07-09T05:38:30,"[0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.004, 0.004, 0.007, 0.01, 0.021, 0.039, 0.06, 0.089, 0.13, 0.141, 0.138, 0.13, 0.105, 0.063, 0.029, 0.015, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0]"
2021-07-10T06:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.006, 0.005, 0.009, 0.021, 0.037, 0.067, 0.11, 0.146, 0.163, 0.155, 0.112, 0.079, 0.045, 0.023, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-07-11T06:54:30,"[0.0, 0.0, 0.0, 0.001, 0.005, 0.005, 0.008, 0.016, 0.057, 0.078, 0.138, 0.161, 0.142, 0.114, 0.089, 0.068, 0.051, 0.031, 0.02, 0.009, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
