timestamp,bucket_values
2021-11-01T06:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.005, 0.007, 0.012, 0.024, 0.048, 0.075, 0.111, 0.136, 0.154, 0.151, 0.116, 0.083, 0.042, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-11-02T06:36:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.006, 0.007, 0.014, 0.044, 0.102, 0.133, 0.162, 0.174, 0.139, 0.099, 0.062, 0.035, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-11-03T06:26:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.003, 0.006, 0.006, 0.013, 0.025, 0.036, 0.058, 0.092, 0.147, 0.188, 0.184, 0.126, 0.062, 0.03, 0.011, 0.005, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0]"
2021-11-04T06:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.007, 0.025, 0.036, 0.038, 0.049, 0.069, 0.115, 0.163, 0.178, 0.147, 0.083, 0.042, 0.022, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-11-05T06:47:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.004, 0.004, 0.006, 0.008, 0.015, 0.021, 0.042, 0.065, 0.097, 0.148, 0.195, 0.197, 0.119, 0.051, 0.014, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-11-06T07:02:00,"[0.0, 0.0, 0.001, 0.0, 0.001, 0.001, 0.002, 0.003, 0.005, 0.007, 0.011, 0.017, 0.032, 0.054, 0.095, 0.137, 0.161, 0.157, 0.134, 0.095, 0.052, 0.023, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-11-07T07:07:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.004, 0.006, 0.022, 0.065, 0.103, 0.128, 0.142, 0.17, 0.161, 0.104, 0.052, 0.022, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-11-08T06:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.004, 0.005, 0.011, 0.02, 0.04, 0.068, 0.114, 0.158, 0.157, 0.152, 0.116, 0.074, 0.04, 0.019, 0.008, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0]"
2021-11-09T06:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.004, 0.006, 0.016, 0.034, 0.051, 0.075, 0.116, 0.165, 0.177, 0.149, 0.111, 0.056, 0.021, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-11-10T06:03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.005, 0.007, 0.01, 0.033, 0.055, 0.085, 0.121, 0.152, 0.15, 0.133, 0.105, 0.068, 0.036, 0.018, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
