timestamp,bucket_values
2020-11-01T07:45:00,"[0.0, 0.0, 0.0, 0.002, 0.013, 0.014, 0.016, 0.087, 0.27, 0.361, 0.144, 0.055, 0.022, 0.009, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-02T05:50:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.006, 0.01, 0.015, 0.024, 0.027, 0.04, 0.072, 0.134, 0.177, 0.16, 0.13, 0.095, 0.053, 0.031, 0.012, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-02T06:59:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.006, 0.01, 0.015, 0.024, 0.029, 0.043, 0.076, 0.136, 0.176, 0.157, 0.127, 0.092, 0.052, 0.03, 0.011, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-03T07:03:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.004, 0.008, 0.014, 0.014, 0.03, 0.073, 0.133, 0.186, 0.188, 0.156, 0.098, 0.05, 0.023, 0.009, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-04T07:13:30,"[0.0, 0.0, 0.001, 0.004, 0.009, 0.008, 0.011, 0.042, 0.143, 0.329, 0.26, 0.119, 0.048, 0.019, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-05T06:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.005, 0.006, 0.009, 0.036, 0.093, 0.136, 0.157, 0.166, 0.141, 0.104, 0.068, 0.036, 0.021, 0.009, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-06T05:49:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.006, 0.007, 0.024, 0.078, 0.169, 0.191, 0.179, 0.133, 0.087, 0.057, 0.031, 0.017, 0.007, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-07T06:51:00,"[0.0, 0.0, 0.0, 0.0, 0.004, 0.008, 0.006, 0.008, 0.04, 0.138, 0.257, 0.202, 0.132, 0.087, 0.055, 0.032, 0.018, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-08T07:26:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.009, 0.016, 0.053, 0.146, 0.203, 0.191, 0.139, 0.098, 0.06, 0.037, 0.019, 0.01, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-09T06:46:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.005, 0.004, 0.01, 0.023, 0.048, 0.087, 0.134, 0.15, 0.144, 0.122, 0.093, 0.07, 0.049, 0.029, 0.014, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2020-11-10T06:41:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.006, 0.004, 0.005, 0.007, 0.018, 0.032, 0.058, 0.086, 0.121, 0.132, 0.133, 0.128, 0.102, 0.078, 0.043, 0.026, 0.01, 0.005, 0.001, 0.001, 0.0, 0.0]"
2020-11-11T06:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.005, 0.007, 0.016, 0.031, 0.062, 0.112, 0.158, 0.173, 0.151, 0.117, 0.075, 0.042, 0.023, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-12T07:23:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.001, 0.005, 0.006, 0.006, 0.011, 0.025, 0.045, 0.07, 0.101, 0.126, 0.145, 0.141, 0.123, 0.091, 0.053, 0.027, 0.012, 0.004, 0.001, 0.001, 0.0, 0.0]"
2020-11-13T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.004, 0.006, 0.01, 0.023, 0.057, 0.099, 0.14, 0.17, 0.166, 0.13, 0.088, 0.051, 0.029, 0.013, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-15T07:24:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.005, 0.004, 0.011, 0.049, 0.097, 0.189, 0.227, 0.178, 0.114, 0.069, 0.031, 0.012, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-16T06:20:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.003, 0.003, 0.005, 0.01, 0.019, 0.034, 0.057, 0.084, 0.125, 0.15, 0.141, 0.133, 0.1, 0.066, 0.036, 0.018, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0]"
2020-11-17T06:33:30,"[0.0, 0.0, 0.0, 0.002, 0.0, 0.002, 0.003, 0.005, 0.003, 0.008, 0.013, 0.026, 0.053, 0.095, 0.142, 0.179, 0.169, 0.132, 0.088, 0.042, 0.021, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-18T07:15:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.006, 0.005, 0.008, 0.015, 0.039, 0.069, 0.095, 0.125, 0.156, 0.153, 0.13, 0.091, 0.053, 0.028, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-19T06:38:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.003, 0.004, 0.007, 0.013, 0.025, 0.043, 0.081, 0.125, 0.165, 0.17, 0.146, 0.103, 0.056, 0.03, 0.013, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2020-11-20T05:48:30,"[0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.004, 0.004, 0.003, 0.006, 0.007, 0.013, 0.027, 0.062, 0.105, 0.14, 0.155, 0.168, 0.143, 0.085, 0.043, 0.019, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2020-11-21T06:43:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.004, 0.006, 0.01, 0.032, 0.072, 0.114, 0.154, 0.176, 0.158, 0.12, 0.075, 0.038, 0.018, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-22T07:54:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.004, 0.003, 0.008, 0.016, 0.039, 0.081, 0.153, 0.194, 0.179, 0.136, 0.085, 0.048, 0.023, 0.014, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-23T06:46:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.005, 0.005, 0.006, 0.009, 0.019, 0.041, 0.071, 0.097, 0.119, 0.13, 0.138, 0.123, 0.098, 0.065, 0.037, 0.015, 0.007, 0.003, 0.001, 0.0, 0.0]"
2020-11-24T07:01:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.005, 0.005, 0.005, 0.007, 0.014, 0.025, 0.045, 0.067, 0.092, 0.101, 0.111, 0.121, 0.122, 0.108, 0.077, 0.048, 0.026, 0.01, 0.004, 0.002, 0.0, 0.0]"
