recorded_time,temperature,sensor_type
2021-06-17T00:00,-0.23968565815324183,UNKNOWN
2021-06-17T00:01,-0.23968565815324183,UNKNOWN
2021-06-17T00:02,-0.23968565815324183,UNKNOWN
2021-06-17T00:03,-0.1396856581532404,UNKNOWN
2021-06-17T00:04,0.060314341846755326,UNKNOWN
2021-06-17T00:05,0.26031434184675817,UNKNOWN
2021-06-17T00:06,0.4603143418467539,UNKNOWN
2021-06-17T00:07,0.6603143418467567,UNKNOWN
2021-06-17T00:08,0.7603143418467582,UNKNOWN
2021-06-17T00:09,0.8603143418467596,UNKNOWN
2021-06-17T00:10,0.9603143418467539,UNKNOWN
2021-06-17T00:11,1.0603143418467553,UNKNOWN
2021-06-17T00:12,1.1603143418467567,UNKNOWN
2021-06-17T00:13,1.2603143418467582,UNKNOWN
2021-06-17T00:14,1.3603143418467596,UNKNOWN
2021-06-17T00:15,1.460314341846754,UNKNOWN
2021-06-17T00:16,1.460314341846754,UNKNOWN
2021-06-17T00:17,1.5603143418467553,UNKNOWN
2021-06-17T00:18,1.6603143418467567,UNKNOWN
2021-06-17T00:19,1.6603143418467567,UNKNOWN
2021-06-17T00:20,1.6603143418467567,UNKNOWN
2021-06-17T00:21,1.7603143418467582,UNKNOWN
2021-06-17T00:22,1.7603143418467582,UNKNOWN
2021-06-17T00:23,1.7603143418467582,UNKNOWN
2021-06-17T00:24,1.8603143418467596,UNKNOWN
2021-06-17T00:25,1.7603143418467582,UNKNOWN
2021-06-17T00:26,1.8603143418467596,UNKNOWN
2021-06-17T00:27,1.7603143418467582,UNKNOWN
2021-06-17T00:28,1.7603143418467582,UNKNOWN
2021-06-17T00:29,1.7603143418467582,UNKNOWN
2021-06-17T00:30,1.6603143418467567,UNKNOWN
2021-06-17T00:31,0.9603143418467539,UNKNOWN
2021-06-17T00:32,0.3603143418467596,UNKNOWN
2021-06-17T00:33,-0.039685658153246095,UNKNOWN
2021-06-17T00:34,-0.4396856581532447,UNKNOWN
2021-06-17T00:35,-0.7396856581532418,UNKNOWN
2021-06-17T00:36,-1.0396856581532425,UNKNOWN
2021-06-17T00:37,-1.2396856581532418,UNKNOWN
2021-06-17T00:38,-1.4396856581532447,UNKNOWN
2021-06-17T00:39,-1.639685658153244,UNKNOWN
2021-06-17T00:40,-1.7396856581532418,UNKNOWN
2021-06-17T00:41,-1.8396856581532433,UNKNOWN
2021-06-17T00:42,-1.9396856581532447,UNKNOWN
2021-06-17T00:43,-2.0396856581532425,UNKNOWN
2021-06-17T00:44,-2.139685658153244,UNKNOWN
2021-06-17T00:45,-2.139685658153244,UNKNOWN
2021-06-17T00:46,-2.239685658153242,UNKNOWN
2021-06-17T00:47,-2.3396856581532433,UNKNOWN
2021-06-17T00:48,-2.3396856581532433,UNKNOWN
2021-06-17T00:49,-2.3396856581532433,UNKNOWN
2021-06-17T00:50,-2.4396856581532447,UNKNOWN
2021-06-17T00:51,-2.4396856581532447,UNKNOWN
2021-06-17T00:52,-2.5396856581532425,UNKNOWN
2021-06-17T00:53,-2.5396856581532425,UNKNOWN
2021-06-17T00:54,-2.639685658153244,UNKNOWN
2021-06-17T00:55,-2.639685658153244,UNKNOWN
2021-06-17T00:56,-2.639685658153244,UNKNOWN
2021-06-17T00:57,-2.639685658153244,UNKNOWN
2021-06-17T00:58,-2.739685658153242,UNKNOWN
2021-06-17T00:59,-2.739685658153242,UNKNOWN
2021-06-17T01:00,-2.739685658153242,UNKNOWN
2021-06-17T01:01,-2.8396856581532433,UNKNOWN
2021-06-17T01:02,-2.8396856581532433,UNKNOWN
2021-06-17T01:03,-2.8396856581532433,UNKNOWN
2021-06-17T01:04,-2.9396856581532447,UNKNOWN
2021-06-17T01:05,-3.139685658153244,UNKNOWN
2021-06-17T01:06,-3.139685658153244,UNKNOWN
2021-06-17T01:07,-3.239685658153242,UNKNOWN
2021-06-17T01:08,-3.239685658153242,UNKNOWN
2021-06-17T01:09,-3.239685658153242,UNKNOWN
2021-06-17T01:10,-3.3396856581532433,UNKNOWN
2021-06-17T01:11,-3.3396856581532433,UNKNOWN
2021-06-17T01:12,-3.4396856581532447,UNKNOWN
2021-06-17T01:13,-3.4396856581532447,UNKNOWN
2021-06-17T01:14,-3.4396856581532447,UNKNOWN
2021-06-17T01:15,-3.4396856581532447,UNKNOWN
2021-06-17T01:16,-3.5396856581532425,UNKNOWN
2021-06-17T01:17,-3.5396856581532425,UNKNOWN
2021-06-17T01:18,-3.5396856581532425,UNKNOWN
2021-06-17T01:19,-3.5396856581532425,UNKNOWN
2021-06-17T01:20,-3.5396856581532425,UNKNOWN
2021-06-17T01:21,-3.5396856581532425,UNKNOWN
2021-06-17T01:22,-3.5396856581532425,UNKNOWN
2021-06-17T01:23,-3.5396856581532425,UNKNOWN
2021-06-17T01:24,-3.5396856581532425,UNKNOWN
2021-06-17T01:25,-3.639685658153244,UNKNOWN
2021-06-17T01:26,-3.639685658153244,UNKNOWN
2021-06-17T01:27,-3.639685658153244,UNKNOWN
2021-06-17T01:28,-3.639685658153244,UNKNOWN
2021-06-17T01:29,-3.639685658153244,UNKNOWN
2021-06-17T01:30,-3.639685658153244,UNKNOWN
2021-06-17T01:31,-3.8396856581532433,UNKNOWN
2021-06-17T01:32,-4.0396856581532425,UNKNOWN
2021-06-17T01:33,-4.139685658153244,UNKNOWN
2021-06-17T01:34,-4.239685658153242,UNKNOWN
2021-06-17T01:35,-4.439685658153245,UNKNOWN
2021-06-17T01:36,-4.5396856581532425,UNKNOWN
2021-06-17T01:37,-4.639685658153244,UNKNOWN
2021-06-17T01:38,-4.5396856581532425,UNKNOWN
2021-06-17T01:39,-4.239685658153242,UNKNOWN
2021-06-17T01:40,-3.8396856581532433,UNKNOWN
2021-06-17T01:41,-3.5396856581532425,UNKNOWN
2021-06-17T01:42,-3.239685658153242,UNKNOWN
2021-06-17T01:43,-3.139685658153244,UNKNOWN
2021-06-17T01:44,-3.0396856581532425,UNKNOWN
2021-06-17T01:45,-3.0396856581532425,UNKNOWN
2021-06-17T01:46,-2.9396856581532447,UNKNOWN
2021-06-17T01:47,-2.9396856581532447,UNKNOWN
2021-06-17T01:48,-2.8396856581532433,UNKNOWN
2021-06-17T01:49,-2.8396856581532433,UNKNOWN
2021-06-17T01:50,-2.739685658153242,UNKNOWN
2021-06-17T01:51,-2.5396856581532425,UNKNOWN
