timestamp,bucket_values
2021-03-01T06:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.003, 0.005, 0.011, 0.023, 0.05, 0.103, 0.177, 0.225, 0.182, 0.111, 0.057, 0.026, 0.011, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-02T07:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.003, 0.006, 0.015, 0.025, 0.052, 0.111, 0.178, 0.191, 0.163, 0.117, 0.074, 0.035, 0.015, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-03T06:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.005, 0.004, 0.009, 0.024, 0.049, 0.088, 0.144, 0.179, 0.184, 0.149, 0.085, 0.043, 0.016, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-04T07:08:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.004, 0.006, 0.01, 0.021, 0.062, 0.128, 0.185, 0.193, 0.161, 0.113, 0.063, 0.027, 0.01, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-05T06:35:30,"[0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.003, 0.004, 0.004, 0.007, 0.018, 0.06, 0.134, 0.209, 0.225, 0.169, 0.095, 0.038, 0.018, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-06T07:14:00,"[0.0, 0.0, 0.0, 0.0, 0.005, 0.007, 0.006, 0.015, 0.086, 0.234, 0.265, 0.2, 0.107, 0.048, 0.017, 0.008, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-07T07:06:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.005, 0.005, 0.007, 0.016, 0.034, 0.062, 0.097, 0.174, 0.205, 0.168, 0.116, 0.06, 0.029, 0.01, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-08T06:25:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.003, 0.003, 0.004, 0.018, 0.04, 0.055, 0.1, 0.166, 0.184, 0.15, 0.117, 0.076, 0.042, 0.021, 0.007, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-03-09T06:42:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.004, 0.008, 0.006, 0.011, 0.024, 0.046, 0.069, 0.11, 0.155, 0.168, 0.147, 0.109, 0.074, 0.036, 0.018, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-10T06:49:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.007, 0.006, 0.011, 0.036, 0.092, 0.167, 0.198, 0.185, 0.134, 0.086, 0.041, 0.017, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-11T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.004, 0.007, 0.017, 0.046, 0.075, 0.123, 0.172, 0.184, 0.158, 0.115, 0.053, 0.025, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-12T06:38:30,"[0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.009, 0.032, 0.094, 0.172, 0.171, 0.189, 0.15, 0.091, 0.045, 0.02, 0.01, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
