type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-06-30T22:51,2021-07-01T06:21,449,32.19220489977728,-15.452112657954785,407.034493954503,0.5276288483801795,1.5072493291537847
IDT,2021-07-01T22:41,2021-07-02T05:29,408,32.34117647058824,46.739282929966066,608.7425504137063,0.5210468354284203,1.5156750701943604
IDT,2021-07-02T23:12,2021-07-03T06:49,457,32.22582056892779,-0.06576354679782526,1374.6753267502645,0.5187864809924743,1.5392655406462152
IDT,2021-07-04T23:59,2021-07-05T07:12:30,434,31.6647465437788,-228.9169265033397,667.0747678334592,0.519450169571012,1.54589893851356
IDT,2021-07-05T21:17,2021-07-06T06:33:30,545,32.097981651376145,-39.58464912280397,1107.8429072406143,0.5165733099037103,1.552306636829588
IDT,2021-07-07T01:07:30,2021-07-07T06:37:30,330,33.17484848484849,327.8348757472759,603.8451992612099,0.5618927584522856,1.5533421957825009
IDT,2021-07-07T21:21,2021-07-08T06:27:30,542,32.08819188191882,-44.672807017541345,1048.4464569869451,0.5502297737279013,1.546488988990747
IDT,2021-07-08T22:08,2021-07-09T05:38:30,451,30.650554323725057,-669.1683272976024,2351.261530506192,0.602568526965259,1.571273726208608
IDT,2021-07-09T22:44,2021-07-10T06:12:30,449,31.97817371937639,-53.793761467888544,1279.9310217659222,0.5908690405158962,1.575957339303898
IDT,2021-07-10T22:07:30,2021-07-11T06:54:30,527,32.167172675521826,36.463669724769716,1309.8850459386595,0.5759307080507593,1.5946673285145572
IDT,2021-07-11T22:04,2021-07-12T05:42:30,458,32.391266375545854,118.47965914036467,462.41447517473716,0.5712272295533141,1.5802456866437296
IDT,2021-07-12T22:21,2021-07-13T05:22:30,421,31.69833729216152,-166.1895287585903,1497.9120652470738,0.5710936634152358,1.6099869487025742
IDT,2021-07-13T22:47,2021-07-14T07:02:30,496,32.41754032258064,158.50110091743227,826.0678003872745,0.5675149391243036,1.6024095376088194
IDT,2021-07-14T20:42,2021-07-15T06:00:30,555,31.320720720720722,-425.9464944649444,1868.4733624272048,0.5783614677396718,1.6216385237560647
IDT,2021-07-15T23:07,2021-07-16T06:21,434,31.342396313364052,-314.50975609755915,1382.2778494943632,0.5831154725741134,1.635172572348009
IDT,2021-07-16T23:07,2021-07-17T06:54:30,467,32.196788008565306,50.71439114391251,956.0925684563117,0.5856334042327228,1.6377361258287118
IDT,2021-07-17T23:50,2021-07-18T06:26:30,397,32.75188916876574,263.48782287822905,790.4072362849256,0.6020945824055696,1.6379258028802288
IDT,2021-07-18T20:43,2021-07-19T05:46:30,542,32.20719557195572,64.5,636.5576752766501,0.5992781998200379,1.6311489329945268
IDT,2021-07-19T23:16:30,2021-07-20T05:55:30,398,31.919095477386936,-67.30036900368941,472.27512479398865,0.5988369583141903,1.5902025972585492
IDT,2021-07-20T23:12:30,2021-07-21T07:05:30,473,32.1215644820296,11.154678899083592,1021.7231011869153,0.5585031520198269,1.5704155578784618
IDT,2021-07-21T22:15,2021-07-22T05:35:30,433,31.842956120092378,-106.18708487084768,695.9618868206162,0.5561088461978947,1.5571506953201013
IDT,2021-07-22T22:02:30,2021-07-23T05:58:30,463,31.76025917926566,-151.83284132841254,1041.4797229068354,0.5249880857767559,1.5268808561300322
IDT,2021-07-23T23:00,2021-07-24T05:54,413,31.6590799031477,-177.22324723247038,1245.7670686673373,0.5266137396386945,1.5275996044402775
IDT,2021-07-24T22:29:30,2021-07-25T06:06,455,31.748571428571427,-144.9182926829253,1944.9533001190284,0.5258523007804314,1.5394358806749704
IDT,2021-07-25T21:00:30,2021-07-26T05:31:30,499,31.82745490981964,-75.20868596881883,946.5692313530017,0.525929765054117,1.5314668174093606
IDT,2021-07-26T21:27:30,2021-07-27T06:01:30,514,31.82626459143969,-78.08129175946306,720.7766889549093,0.49165239399830574,1.5184031005755867
IDT,2021-07-27T22:40:30,2021-07-28T06:17:30,457,32.40021881838074,142.5963099631008,1529.5038678667042,0.49425174128547655,1.5169828393381422
IDT,2021-07-28T23:09,2021-07-29T06:01,412,32.688834951456315,243.43155963302706,1002.1009811296826,0.4957088296105027,1.512400471129536
IDT,2021-07-29T22:53:30,2021-07-30T06:05:30,432,29.67314814814815,-1043.2988929889289,3277.760972481221,0.6498281291915698,1.5666269911046926
IDT,2021-07-30T23:07,2021-07-31T04:53,346,31.057514450867053,-318.54810690423074,1293.819729515235,0.6682460331264856,1.5911350091818177
IDT,2021-07-31T22:46:30,2021-08-01T06:24:30,457,31.022319474835886,-409.82663316582875,1201.6550311860628,0.6822205647719566,1.5975968267117977
