timestamp,bucket_values
2020-12-01T07:19:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.005, 0.004, 0.007, 0.009, 0.013, 0.018, 0.036, 0.058, 0.089, 0.113, 0.128, 0.126, 0.123, 0.104, 0.071, 0.046, 0.026, 0.012, 0.004, 0.002, 0.0, 0.0]"
2020-12-02T06:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.005, 0.004, 0.007, 0.009, 0.017, 0.034, 0.06, 0.098, 0.127, 0.145, 0.146, 0.121, 0.095, 0.06, 0.034, 0.018, 0.007, 0.003, 0.001, 0.0, 0.0]"
2020-12-03T07:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.003, 0.004, 0.006, 0.012, 0.019, 0.036, 0.078, 0.117, 0.152, 0.155, 0.146, 0.11, 0.078, 0.044, 0.022, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-04T06:46:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.007, 0.004, 0.003, 0.005, 0.012, 0.024, 0.051, 0.085, 0.122, 0.146, 0.15, 0.137, 0.106, 0.074, 0.039, 0.019, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0]"
2020-12-05T06:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.004, 0.005, 0.006, 0.019, 0.03, 0.045, 0.082, 0.142, 0.192, 0.17, 0.135, 0.087, 0.046, 0.021, 0.009, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-06T06:13:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.005, 0.008, 0.014, 0.057, 0.158, 0.2, 0.176, 0.127, 0.091, 0.063, 0.044, 0.025, 0.014, 0.006, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-06T07:38:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.005, 0.009, 0.015, 0.058, 0.157, 0.199, 0.179, 0.129, 0.091, 0.063, 0.042, 0.023, 0.013, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-07T06:44:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.003, 0.003, 0.006, 0.007, 0.011, 0.024, 0.046, 0.093, 0.143, 0.163, 0.158, 0.133, 0.093, 0.057, 0.032, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2020-12-08T06:59:30,"[0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.005, 0.003, 0.003, 0.008, 0.009, 0.016, 0.039, 0.082, 0.114, 0.13, 0.14, 0.136, 0.119, 0.085, 0.055, 0.032, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2020-12-09T07:16:30,"[0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.005, 0.006, 0.015, 0.039, 0.079, 0.15, 0.209, 0.189, 0.135, 0.082, 0.045, 0.022, 0.009, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-10T07:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.005, 0.006, 0.012, 0.036, 0.063, 0.103, 0.165, 0.175, 0.157, 0.119, 0.082, 0.037, 0.017, 0.007, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-11T06:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.006, 0.007, 0.017, 0.03, 0.046, 0.089, 0.145, 0.18, 0.165, 0.147, 0.089, 0.039, 0.017, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-12T08:24:30,"[0.0, 0.0, 0.001, 0.002, 0.005, 0.009, 0.007, 0.016, 0.045, 0.105, 0.229, 0.255, 0.164, 0.085, 0.043, 0.021, 0.009, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-13T07:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.011, 0.023, 0.037, 0.054, 0.096, 0.157, 0.178, 0.149, 0.116, 0.077, 0.047, 0.025, 0.011, 0.005, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0]"
2020-12-14T07:06:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.005, 0.003, 0.005, 0.01, 0.018, 0.032, 0.058, 0.108, 0.168, 0.183, 0.151, 0.111, 0.073, 0.039, 0.018, 0.008, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2020-12-15T07:09:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.005, 0.006, 0.009, 0.02, 0.042, 0.079, 0.122, 0.147, 0.159, 0.15, 0.119, 0.072, 0.034, 0.016, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-16T06:56:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.005, 0.005, 0.008, 0.019, 0.053, 0.11, 0.165, 0.207, 0.185, 0.118, 0.067, 0.029, 0.012, 0.005, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-17T06:59:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.006, 0.006, 0.005, 0.011, 0.029, 0.06, 0.112, 0.176, 0.206, 0.177, 0.113, 0.057, 0.023, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-12-18T06:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.005, 0.005, 0.009, 0.025, 0.06, 0.097, 0.132, 0.159, 0.177, 0.143, 0.093, 0.049, 0.025, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
