type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-04-01T21:49:30,2021-04-02T07:11:30,559,32.967620751341684,NaN,NaN,NaN,NaN
IDT,2021-04-03T00:04,2021-04-03T07:40:30,457,32.177680525164114,NaN,NaN,NaN,NaN
IDT,2021-04-03T21:15:30,2021-04-04T06:44:30,563,31.333214920071047,-475.43413566739764,939.1566560529172,0.8173544865815702,0.9781135894877727
IDT,2021-04-04T21:55,2021-04-05T06:55:30,539,32.99239332096475,226.24130598168995,753.3019453287125,0.7866412633389158,1.2190246307139925
IDT,2021-04-05T22:37:30,2021-04-06T06:01:30,436,32.71422018348624,-1.8189894035458565E-12,361.9718348622555,0.6986521384418122,1.144718638608174
IDT,2021-04-06T22:24,2021-04-07T05:53,449,33.06258351893096,99.52671013112922,250.97279739333317,0.6750646110975222,1.0747795351912903
IDT,2021-04-07T23:11,2021-04-08T07:11:30,466,33.16673819742489,92.78872987477553,385.85029697802383,0.6600338051518833,1.04739534045032
IDT,2021-04-08T23:59,2021-04-09T06:48:30,410,32.600243902439026,-98.6773916397251,1302.4193112702342,0.6111670287102728,1.1800255117558776
IDT,2021-04-09T22:35,2021-04-10T06:51,496,31.6508064516129,-527.4532110091768,1576.3406649271492,0.6577863482210538,1.271759146152997
IDT,2021-04-11T00:14:30,2021-04-11T06:50:30,393,33.54478371501272,276.6182563063121,794.4132308447734,0.6999682834714627,1.2980728815996372
IDT,2021-04-11T21:12:30,2021-04-12T07:00:30,577,32.849220103986134,0.0,805.0621490466874,0.6676030260840469,1.2836360413201353
IDT,2021-04-12T21:56,2021-04-13T04:41:30,406,31.205418719211824,-639.9783783568928,2086.6269082864746,0.7596725436564297,1.3807233477151264
IDT,2021-04-13T21:54,2021-04-14T06:33:30,510,32.80647058823529,0.0,1413.8886470587458,0.7315955333227901,1.4124093077305588
IDT,2021-04-14T22:39,2021-04-15T05:32:30,414,31.736231884057972,-423.9829897463587,2331.903226073133,0.7352967698617185,1.4934683597110865
IDT,2021-04-15T21:43,2021-04-16T06:39:30,536,32.13955223880597,-308.02201834862717,943.631872738013,0.7141823159682911,1.4727658603495895
IDT,2021-04-16T22:36,2021-04-17T06:30:30,463,32.6829373650108,-7.241972477062518,767.0884798386833,0.6921502056010816,1.4622454227321917
IDT,2021-04-17T21:33:30,2021-04-18T05:55,501,31.237325349301397,-724.2516198704125,2711.2988600498065,0.7345150416697002,1.5202826899912008
IDT,2021-04-18T21:33:30,2021-04-19T06:16:30,513,32.76315789473684,33.12908881051044,321.0531316285487,0.7175959808961455,1.4862784102904676
IDT,2021-04-19T22:14,2021-04-20T06:14,479,32.57912317327766,-49.72699784017459,589.7135998208541,0.6982862930593805,1.4675047321032852
IDT,2021-04-20T21:56,2021-04-21T06:31:30,511,32.43972602739726,-103.15281383343245,837.6064638001844,0.6796641132917155,1.456524584786517
IDT,2021-04-21T22:10,2021-04-22T06:08,478,32.48786610878661,-53.71658536585346,629.8061747768661,0.6625649089841368,1.4424181106300675
IDT,2021-04-23T23:31:30,2021-04-24T06:39,427,32.995316159250585,151.04079939946132,450.57761846180074,0.657535471391302,1.4307635997026675
IDT,2021-04-24T23:55:30,2021-04-25T06:20,384,32.1234375,-183.0936585365871,886.2092911362415,0.6462524888610386,1.4317971926285058
IDT,2021-04-25T21:59,2021-04-26T06:12:30,488,32.50368852459017,-41.96556647487159,1026.662190101575,0.6321574081033162,1.433097318654383
IDT,2021-04-26T21:24:30,2021-04-27T06:05,520,32.90557692307692,158.77317073170707,250.05251873889938,0.6255679571069725,1.410447718904478
IDT,2021-04-28T00:52,2021-04-28T06:32:30,338,32.560059171597636,-10.013035796120676,505.70742865640204,0.6132028285528739,1.4056418585811425
IDT,2021-04-28T22:36,2021-04-29T06:44:30,489,33.711860940695296,543.5807317073159,831.20480957767,0.6470360242422792,1.408824596954116
IDT,2021-04-29T22:05,2021-04-30T06:23,498,32.486546184738955,-51.362401853455594,751.217241615057,0.6349655478525673,1.4018722301317779
IDT,2021-04-30T22:30,2021-05-01T07:03:30,511,32.80802348336595,106.17536585365815,467.95817673997954,0.6258913319452034,1.3882160266063819
