timestamp,bucket_values
2021-05-01T07:03:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.007, 0.01, 0.065, 0.156, 0.185, 0.19, 0.164, 0.11, 0.062, 0.027, 0.008, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-02T05:10:30,"[0.0, 0.0, 0.0, 0.001, 0.005, 0.008, 0.011, 0.026, 0.183, 0.402, 0.256, 0.082, 0.018, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-03T05:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.006, 0.009, 0.042, 0.165, 0.292, 0.255, 0.131, 0.053, 0.023, 0.009, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-03T07:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.007, 0.01, 0.043, 0.164, 0.286, 0.25, 0.132, 0.057, 0.025, 0.01, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-04T07:16:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.003, 0.007, 0.029, 0.076, 0.133, 0.192, 0.197, 0.151, 0.09, 0.055, 0.029, 0.015, 0.008, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-05T06:30:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.006, 0.003, 0.007, 0.018, 0.034, 0.058, 0.1, 0.122, 0.151, 0.143, 0.12, 0.089, 0.06, 0.041, 0.023, 0.012, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0]"
2021-05-06T06:26:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.004, 0.006, 0.011, 0.029, 0.057, 0.098, 0.136, 0.156, 0.149, 0.115, 0.083, 0.064, 0.043, 0.023, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-05-07T07:05:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.004, 0.004, 0.004, 0.007, 0.012, 0.033, 0.052, 0.089, 0.148, 0.163, 0.14, 0.123, 0.093, 0.064, 0.033, 0.018, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0]"
2021-05-08T06:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.006, 0.007, 0.007, 0.014, 0.024, 0.043, 0.072, 0.103, 0.125, 0.139, 0.14, 0.121, 0.091, 0.054, 0.026, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0]"
2021-05-09T05:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.003, 0.004, 0.008, 0.022, 0.054, 0.083, 0.13, 0.162, 0.156, 0.132, 0.098, 0.062, 0.04, 0.021, 0.011, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0]"
2021-05-10T06:20:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.001, 0.003, 0.004, 0.002, 0.004, 0.008, 0.017, 0.028, 0.051, 0.087, 0.115, 0.125, 0.135, 0.131, 0.103, 0.076, 0.054, 0.03, 0.013, 0.007, 0.004, 0.001, 0.0]"
2021-05-11T06:43:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.005, 0.007, 0.014, 0.046, 0.133, 0.205, 0.212, 0.15, 0.099, 0.061, 0.036, 0.017, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
