timestamp,bucket_values
2022-01-01T08:36:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.004, 0.007, 0.01, 0.015, 0.024, 0.039, 0.075, 0.125, 0.138, 0.115, 0.11, 0.098, 0.083, 0.062, 0.042, 0.026, 0.012, 0.006, 0.003, 0.001, 0.0]"
2022-01-02T08:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.003, 0.006, 0.015, 0.029, 0.06, 0.123, 0.179, 0.179, 0.156, 0.114, 0.066, 0.032, 0.016, 0.007, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2022-01-03T06:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.005, 0.008, 0.014, 0.022, 0.053, 0.098, 0.136, 0.158, 0.153, 0.131, 0.095, 0.061, 0.032, 0.017, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-04T06:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.003, 0.003, 0.004, 0.008, 0.018, 0.036, 0.069, 0.114, 0.157, 0.16, 0.15, 0.118, 0.079, 0.044, 0.019, 0.009, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0]"
2022-01-05T06:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.006, 0.007, 0.015, 0.031, 0.041, 0.06, 0.096, 0.132, 0.155, 0.15, 0.126, 0.087, 0.048, 0.023, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2022-01-06T06:13:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.008, 0.007, 0.01, 0.026, 0.05, 0.079, 0.125, 0.161, 0.161, 0.138, 0.107, 0.062, 0.033, 0.015, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-07T06:34:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.002, 0.004, 0.005, 0.009, 0.014, 0.026, 0.038, 0.06, 0.091, 0.127, 0.138, 0.139, 0.129, 0.096, 0.06, 0.034, 0.016, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0]"
2022-01-08T07:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.004, 0.004, 0.006, 0.007, 0.022, 0.044, 0.062, 0.082, 0.11, 0.136, 0.154, 0.146, 0.105, 0.06, 0.029, 0.013, 0.006, 0.002, 0.001, 0.0, 0.0]"
2022-01-09T07:36:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.006, 0.007, 0.011, 0.03, 0.079, 0.127, 0.156, 0.153, 0.133, 0.11, 0.075, 0.049, 0.028, 0.014, 0.007, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0]"
2022-01-10T06:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.005, 0.008, 0.013, 0.018, 0.032, 0.041, 0.056, 0.091, 0.12, 0.141, 0.154, 0.145, 0.09, 0.046, 0.02, 0.007, 0.003, 0.001, 0.0, 0.0]"
2022-01-11T06:28:00,"[0.0, 0.0, 0.0, 0.0, 0.004, 0.006, 0.011, 0.047, 0.124, 0.151, 0.127, 0.128, 0.139, 0.112, 0.075, 0.045, 0.02, 0.008, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-11T18:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
