user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
138718441,1614064283,com.tencent.xin,false,false,false,2020-11-26T20:55:27.000Z,2020-11-26T20:55:27.000Z
138718441,1614064283,com.fitbit.FitbitMobile,false,false,false,2020-11-14T14:42:48.000Z,2020-11-14T14:42:48.000Z
138718441,1614064283,com.microsoft.Office.Outlook,false,false,false,2020-11-15T13:25:46.000Z,2020-11-15T13:25:46.000Z
138718441,1614064283,com.apple.reminders,false,false,false,2020-12-30T14:12:43.000Z,2020-12-30T14:12:43.000Z
138718441,1614064283,com.google.Gmail,false,false,false,2020-11-14T17:17:55.000Z,2020-11-14T17:17:55.000Z
138718441,1614064283,com.apple.tips,false,false,false,2020-11-14T17:48:20.000Z,2020-11-14T17:48:20.000Z
138718441,1614064283,com.ubercab.UberClient,false,false,false,2020-11-14T18:34:02.000Z,2020-11-14T18:34:02.000Z
138718441,1614064283,com.chase,false,false,false,2020-12-20T21:56:29.000Z,2020-12-20T21:56:29.000Z
138718441,1614064283,com.apple.facetime,false,false,false,2020-11-27T17:39:09.000Z,2020-11-27T17:39:09.000Z
138718441,1614064283,com.mint.internal,false,false,false,2020-11-15T18:11:03.000Z,2020-11-15T18:11:03.000Z
138718441,1614064283,com.apple.cmas,false,false,false,2021-01-06T22:47:59.000Z,2021-01-06T22:47:59.000Z
138718441,1614064283,com.apple.Maps,false,false,false,2020-11-15T13:25:46.000Z,2020-11-15T13:25:46.000Z
138718441,1614064283,com.zimride.instant,false,false,false,2020-11-18T19:01:25.000Z,2020-11-18T19:01:25.000Z
138718441,1614064283,com.apple.news,false,false,false,2020-11-14T18:03:33.000Z,2020-11-14T18:03:33.000Z
138718441,1614064283,com.apple.mobileslideshow,false,false,false,2020-11-15T16:09:21.000Z,2020-11-15T16:09:21.000Z
138718441,1614064283,net.kortina.labs.Venmo,false,false,false,2020-11-15T22:42:34.000Z,2020-11-15T22:42:34.000Z
138718441,1614064283,us.zoom.videomeetings,false,false,false,2021-08-30T00:39:43.000Z,2021-08-30T00:39:43.000Z
138718441,1614064283,com.apple.podcasts,false,false,false,2020-11-15T23:13:07.000Z,2020-11-15T23:13:07.000Z
138718441,1614064283,com.spotify.client,false,false,false,2020-11-14T14:25:21.000Z,2020-11-14T14:25:21.000Z
138718441,1614064283,com.google.ios.youtube,false,false,false,2021-07-14T00:42:06.000Z,2021-07-14T00:42:06.000Z
138718441,1614064283,com.groupme.iphone-app,false,false,false,2021-08-10T23:09:37.000Z,2021-08-10T23:09:37.000Z
138718441,1614064283,com.google.calendar,false,false,false,2020-11-17T00:44:48.000Z,2020-11-17T00:44:48.000Z
138718441,1614064283,com.apple.Music,false,false,false,2021-10-03T20:39:07.000Z,2021-10-03T20:39:07.000Z
138718441,1614064283,com.nfl.gamecenter,false,false,false,2020-11-14T18:34:02.000Z,2020-11-14T18:34:02.000Z
138718441,1614064283,com.delta.iphone.ver1,false,false,false,2021-05-10T23:32:21.000Z,2021-05-10T23:32:21.000Z
138718441,1614064283,com.google.Tachyon,false,false,false,2021-05-08T21:13:30.000Z,2021-05-08T21:13:30.000Z
138718441,1614064283,com.orb.Masters,false,false,false,2020-11-14T14:42:48.000Z,2020-11-14T14:42:48.000Z
138718441,1614064283,com.seatgeek.SeatGeek,false,false,false,2021-04-25T13:49:29.000Z,2021-04-25T13:49:29.000Z
138718441,1614064283,com.fox.now,false,false,false,2021-09-28T11:08:33.000Z,2021-09-28T11:08:33.000Z
138718441,1614064283,com.microsoft.skype.teams,false,false,false,2020-11-16T21:08:09.000Z,2020-11-16T21:08:09.000Z
138718441,1614064283,com.target.Target,false,false,false,2020-12-08T01:17:54.000Z,2020-12-08T01:17:54.000Z
138718441,1614064283,com.nordvpn.NordVPN,false,false,false,2021-10-14T15:04:01.000Z,2021-10-14T15:04:01.000Z
138718441,1614064283,com.apple.Preferences,false,false,false,2021-03-20T01:28:39.000Z,2021-03-20T01:28:39.000Z
138718441,1614064283,com.theathletic.news,false,false,false,2021-03-03T16:06:29.000Z,2021-03-03T16:06:29.000Z
138718441,1614064283,com.apple.Passbook,false,false,false,2020-12-05T23:31:49.000Z,2020-12-05T23:31:49.000Z
138718441,1614064283,com.apple.mobilenotes,false,false,false,2020-12-01T02:07:33.000Z,2020-12-01T02:07:33.000Z
138718441,1614064283,com.apple.tv,false,false,false,2021-04-27T23:41:13.000Z,2021-04-27T23:41:13.000Z
138718441,1614064283,com.symantec.mobilesecurity,false,false,false,2021-07-01T17:18:57.000Z,2021-07-01T17:18:57.000Z
138718441,1614064283,com.apple.ScreenTimeNotifications,false,false,false,2020-11-14T16:00:27.000Z,2020-11-14T16:00:27.000Z
138718441,1614064283,com.apple.barcodesupport.qrcode,false,false,false,2021-01-28T03:56:37.000Z,2021-01-28T03:56:37.000Z
138718441,1614064283,com.apple.powerui.smartcharging,false,false,false,2021-03-04T12:39:37.000Z,2021-03-04T12:39:37.000Z
138718441,1614064283,com.apple.wifid.usernotification,false,false,false,2021-02-27T15:54:06.000Z,2021-02-27T15:54:06.000Z
138718441,1614064283,com.apple.ExposureNotification.UserNotification,false,false,false,2021-01-12T15:25:03.000Z,2021-01-12T15:25:03.000Z
