tracker_id,enabled_notification_types,on_right_hand,clock_face,enable_inactivity_alerts,last_updated_ia_time,last_reboot_time,payments_enabled,last_successful_wifi_connection_time,last_successful_wifi_connectionipv4addr,last_successful_wifi_connectionipv6addr,last_successful_wifi_connectionssid,live_data_disabled
1614064283,"[CALENDAR, TEXT_MESSAGE, INCOMING_CALL, APP_NOTIFICATIONS]",false,,false,2021-04-28T18:30:57.000Z,,false,,,,,false
