date_time,heart_zone_id,total_minutes
2021-08-01T11:02,FAT_BURN,1
2021-08-01T11:03,FAT_BURN,1
2021-08-01T11:27,FAT_BURN,1
2021-08-01T11:55,FAT_BURN,1
2021-08-01T17:35,FAT_BURN,1
2021-08-01T17:36,FAT_BURN,1
2021-08-02T16:21,FAT_BURN,1
2021-08-02T16:22,FAT_BURN,1
2021-08-02T16:23,FAT_BURN,1
2021-08-02T16:24,FAT_BURN,1
2021-08-03T10:28,FAT_BURN,1
2021-08-03T10:29,FAT_BURN,1
2021-08-03T10:30,FAT_BURN,1
2021-08-03T10:32,FAT_BURN,1
2021-08-03T10:33,FAT_BURN,1
2021-08-03T10:34,FAT_BURN,1
2021-08-03T10:35,FAT_BURN,1
2021-08-03T16:50,FAT_BURN,1
2021-08-03T16:51,FAT_BURN,1
2021-08-03T16:52,FAT_BURN,1
2021-08-03T16:53,FAT_BURN,1
2021-08-03T16:54,FAT_BURN,1
2021-08-03T17:23,FAT_BURN,1
2021-08-03T17:24,FAT_BURN,1
2021-08-03T17:37,FAT_BURN,1
2021-08-03T17:38,FAT_BURN,1
2021-08-03T17:39,FAT_BURN,1
2021-08-03T17:40,FAT_BURN,1
2021-08-03T17:41,FAT_BURN,1
2021-08-03T17:42,FAT_BURN,1
2021-08-03T22:14,FAT_BURN,1
2021-08-04T06:30,FAT_BURN,1
2021-08-04T06:31,FAT_BURN,1
2021-08-04T06:32,FAT_BURN,1
2021-08-04T06:33,CARDIO,2
2021-08-04T06:34,CARDIO,2
2021-08-04T06:35,PEAK,2
2021-08-04T06:36,PEAK,2
2021-08-04T06:37,CARDIO,2
2021-08-04T06:38,PEAK,2
2021-08-04T06:39,PEAK,2
2021-08-04T06:40,PEAK,2
2021-08-04T06:41,CARDIO,2
2021-08-04T06:42,CARDIO,2
2021-08-04T06:43,CARDIO,2
2021-08-04T06:44,CARDIO,2
2021-08-04T06:45,CARDIO,2
2021-08-04T06:46,CARDIO,2
2021-08-04T06:47,CARDIO,2
2021-08-04T06:48,CARDIO,2
2021-08-04T06:49,CARDIO,2
2021-08-04T06:50,CARDIO,2
2021-08-04T06:51,CARDIO,2
2021-08-04T06:52,CARDIO,2
2021-08-04T06:53,CARDIO,2
2021-08-04T06:54,CARDIO,2
2021-08-04T06:55,CARDIO,2
2021-08-04T06:56,CARDIO,2
2021-08-04T06:57,PEAK,2
2021-08-04T06:58,CARDIO,2
2021-08-04T06:59,CARDIO,2
2021-08-04T07:00,CARDIO,2
2021-08-04T07:01,CARDIO,2
2021-08-04T07:02,CARDIO,2
2021-08-04T07:03,CARDIO,2
2021-08-04T07:04,CARDIO,2
2021-08-04T07:05,PEAK,2
2021-08-04T07:06,CARDIO,2
2021-08-04T20:08,FAT_BURN,1
2021-08-04T20:09,FAT_BURN,1
2021-08-04T20:20,FAT_BURN,1
2021-08-04T20:26,FAT_BURN,1
2021-08-05T06:29,FAT_BURN,1
2021-08-05T06:30,CARDIO,2
2021-08-05T06:31,CARDIO,2
2021-08-05T06:32,CARDIO,2
2021-08-05T06:33,CARDIO,2
2021-08-05T06:34,CARDIO,2
2021-08-05T06:35,CARDIO,2
2021-08-05T06:36,CARDIO,2
2021-08-05T06:37,CARDIO,2
2021-08-05T06:38,CARDIO,2
2021-08-05T06:39,CARDIO,2
2021-08-05T06:40,CARDIO,2
2021-08-05T06:41,CARDIO,2
2021-08-05T06:42,CARDIO,2
2021-08-05T06:43,CARDIO,2
2021-08-05T06:44,CARDIO,2
2021-08-05T06:45,CARDIO,2
2021-08-05T06:46,CARDIO,2
2021-08-05T06:47,CARDIO,2
2021-08-05T06:48,CARDIO,2
2021-08-05T06:49,CARDIO,2
2021-08-05T06:50,CARDIO,2
2021-08-05T06:51,CARDIO,2
2021-08-05T06:52,CARDIO,2
2021-08-05T06:53,CARDIO,2
2021-08-05T06:54,CARDIO,2
2021-08-05T06:55,CARDIO,2
2021-08-05T06:56,CARDIO,2
2021-08-05T06:57,CARDIO,2
2021-08-05T06:58,CARDIO,2
2021-08-05T06:59,CARDIO,2
2021-08-05T07:00,CARDIO,2
2021-08-05T07:01,CARDIO,2
2021-08-05T07:02,CARDIO,2
2021-08-05T07:03,CARDIO,2
2021-08-05T07:04,CARDIO,2
2021-08-05T07:05,CARDIO,2
2021-08-05T07:06,CARDIO,2
2021-08-05T07:07,FAT_BURN,1
2021-08-05T07:08,FAT_BURN,1
2021-08-05T07:09,FAT_BURN,1
2021-08-05T07:10,FAT_BURN,1
2021-08-05T07:22,FAT_BURN,1
2021-08-05T07:30,FAT_BURN,1
2021-08-05T20:03,FAT_BURN,1
2021-08-05T20:05,FAT_BURN,1
2021-08-06T05:21,FAT_BURN,1
2021-08-06T05:22,CARDIO,2
2021-08-06T05:23,CARDIO,2
2021-08-06T05:24,CARDIO,2
2021-08-06T05:25,CARDIO,2
2021-08-06T05:26,CARDIO,2
2021-08-06T05:27,CARDIO,2
2021-08-06T05:28,CARDIO,2
2021-08-06T05:29,CARDIO,2
2021-08-06T05:30,CARDIO,2
2021-08-06T05:31,CARDIO,2
2021-08-06T05:32,CARDIO,2
2021-08-06T05:33,CARDIO,2
2021-08-06T05:34,CARDIO,2
2021-08-06T05:35,CARDIO,2
2021-08-06T05:36,CARDIO,2
2021-08-06T05:37,CARDIO,2
2021-08-06T05:38,CARDIO,2
2021-08-06T05:39,CARDIO,2
2021-08-06T05:40,CARDIO,2
2021-08-06T05:41,CARDIO,2
2021-08-06T05:42,CARDIO,2
2021-08-06T05:43,CARDIO,2
2021-08-06T05:44,CARDIO,2
2021-08-06T05:45,CARDIO,2
2021-08-06T05:46,CARDIO,2
2021-08-06T05:47,CARDIO,2
2021-08-06T05:48,CARDIO,2
2021-08-06T05:49,CARDIO,2
2021-08-06T05:50,CARDIO,2
2021-08-06T05:51,CARDIO,2
2021-08-06T05:52,CARDIO,2
2021-08-06T05:53,CARDIO,2
2021-08-06T05:54,CARDIO,2
2021-08-06T05:55,CARDIO,2
2021-08-06T05:56,PEAK,2
2021-08-06T05:57,CARDIO,2
2021-08-06T05:58,CARDIO,2
2021-08-06T05:59,FAT_BURN,1
