date_time,heart_zone_id,total_minutes
2021-04-01T10:04,FAT_BURN,1
2021-04-01T10:05,FAT_BURN,1
2021-04-01T11:17,FAT_BURN,1
2021-04-02T12:20,FAT_BURN,1
2021-04-02T12:21,FAT_BURN,1
2021-04-02T12:22,FAT_BURN,1
2021-04-02T12:23,FAT_BURN,1
2021-04-02T12:26,FAT_BURN,1
2021-04-02T12:27,FAT_BURN,1
2021-04-02T12:28,FAT_BURN,1
2021-04-02T12:29,FAT_BURN,1
2021-04-02T12:30,FAT_BURN,1
2021-04-02T14:02,FAT_BURN,1
2021-04-02T14:44,FAT_BURN,1
2021-04-02T14:45,FAT_BURN,1
2021-04-02T14:46,FAT_BURN,1
2021-04-02T14:47,FAT_BURN,1
2021-04-02T14:48,FAT_BURN,1
2021-04-02T14:49,FAT_BURN,1
2021-04-02T15:18,FAT_BURN,1
2021-04-02T15:19,FAT_BURN,1
2021-04-02T15:20,FAT_BURN,1
2021-04-02T15:21,FAT_BURN,1
2021-04-02T15:36,FAT_BURN,1
2021-04-02T15:38,FAT_BURN,1
2021-04-02T15:49,FAT_BURN,1
2021-04-02T16:13,FAT_BURN,1
2021-04-02T16:14,FAT_BURN,1
2021-04-02T16:18,FAT_BURN,1
2021-04-02T16:19,FAT_BURN,1
2021-04-02T16:20,FAT_BURN,1
2021-04-02T16:23,FAT_BURN,1
2021-04-02T16:24,FAT_BURN,1
2021-04-02T16:56,FAT_BURN,1
2021-04-02T16:58,FAT_BURN,1
2021-04-02T17:09,FAT_BURN,1
2021-04-02T17:23,FAT_BURN,1
2021-04-02T17:24,FAT_BURN,1
2021-04-02T17:25,FAT_BURN,1
2021-04-02T17:26,FAT_BURN,1
2021-04-02T17:38,FAT_BURN,1
2021-04-02T17:39,FAT_BURN,1
2021-04-02T17:51,FAT_BURN,1
2021-04-02T17:52,FAT_BURN,1
2021-04-02T18:17,FAT_BURN,1
2021-04-02T18:22,FAT_BURN,1
2021-04-02T18:23,FAT_BURN,1
2021-04-02T18:24,FAT_BURN,1
2021-04-02T18:25,FAT_BURN,1
2021-04-02T18:30,FAT_BURN,1
2021-04-02T18:31,FAT_BURN,1
2021-04-02T18:32,FAT_BURN,1
2021-04-03T02:01,FAT_BURN,1
2021-04-03T04:21,FAT_BURN,1
2021-04-03T04:22,FAT_BURN,1
2021-04-03T08:47,FAT_BURN,1
2021-04-03T08:48,FAT_BURN,1
2021-04-03T08:49,FAT_BURN,1
2021-04-03T08:50,FAT_BURN,1
2021-04-03T08:51,FAT_BURN,1
2021-04-03T08:52,FAT_BURN,1
2021-04-03T08:53,FAT_BURN,1
2021-04-03T08:54,FAT_BURN,1
2021-04-03T08:55,FAT_BURN,1
2021-04-03T09:37,FAT_BURN,1
2021-04-03T09:38,FAT_BURN,1
2021-04-03T09:40,FAT_BURN,1
2021-04-03T09:41,FAT_BURN,1
2021-04-03T09:42,FAT_BURN,1
2021-04-03T09:43,FAT_BURN,1
2021-04-03T09:44,FAT_BURN,1
2021-04-03T10:32,FAT_BURN,1
2021-04-03T10:33,FAT_BURN,1
2021-04-03T10:56,FAT_BURN,1
2021-04-03T10:57,FAT_BURN,1
2021-04-03T10:58,CARDIO,2
2021-04-03T10:59,CARDIO,2
2021-04-03T11:00,FAT_BURN,1
2021-04-03T11:01,CARDIO,2
2021-04-03T11:02,FAT_BURN,1
2021-04-03T11:03,FAT_BURN,1
2021-04-03T11:04,FAT_BURN,1
2021-04-03T11:05,FAT_BURN,1
2021-04-03T11:06,FAT_BURN,1
2021-04-03T11:07,FAT_BURN,1
2021-04-03T11:09,FAT_BURN,1
2021-04-03T11:11,FAT_BURN,1
2021-04-03T11:12,FAT_BURN,1
2021-04-03T11:13,FAT_BURN,1
2021-04-03T11:15,FAT_BURN,1
2021-04-03T11:16,CARDIO,2
2021-04-03T11:17,FAT_BURN,1
2021-04-03T11:18,FAT_BURN,1
2021-04-03T11:19,FAT_BURN,1
2021-04-03T11:20,FAT_BURN,1
2021-04-03T11:21,FAT_BURN,1
2021-04-03T11:22,FAT_BURN,1
2021-04-03T11:23,FAT_BURN,1
2021-04-03T11:24,FAT_BURN,1
2021-04-03T11:25,FAT_BURN,1
2021-04-03T11:26,FAT_BURN,1
2021-04-03T11:27,FAT_BURN,1
2021-04-03T11:28,FAT_BURN,1
2021-04-03T11:29,FAT_BURN,1
2021-04-03T11:30,FAT_BURN,1
2021-04-03T11:31,FAT_BURN,1
2021-04-03T11:32,FAT_BURN,1
2021-04-03T11:33,FAT_BURN,1
2021-04-03T11:34,FAT_BURN,1
2021-04-03T11:37,FAT_BURN,1
2021-04-03T11:38,FAT_BURN,1
2021-04-03T11:39,FAT_BURN,1
2021-04-03T11:40,FAT_BURN,1
2021-04-03T11:41,FAT_BURN,1
2021-04-03T11:42,CARDIO,2
2021-04-03T11:43,CARDIO,2
2021-04-03T11:44,FAT_BURN,1
