date_time,heart_zone_id,total_minutes
2021-03-01T07:35,FAT_BURN,1
2021-03-01T07:52,FAT_BURN,1
2021-03-01T14:36,FAT_BURN,1
2021-03-01T14:37,FAT_BURN,1
2021-03-01T14:38,FAT_BURN,1
2021-03-01T14:39,FAT_BURN,1
2021-03-01T14:44,FAT_BURN,1
2021-03-02T20:19,FAT_BURN,1
2021-03-02T20:20,FAT_BURN,1
2021-03-03T12:15,FAT_BURN,1
2021-03-03T12:16,FAT_BURN,1
2021-03-03T15:04,FAT_BURN,1
2021-03-03T17:25,FAT_BURN,1
2021-03-03T17:31,FAT_BURN,1
2021-03-03T17:36,FAT_BURN,1
2021-03-03T17:42,FAT_BURN,1
2021-03-03T17:53,FAT_BURN,1
2021-03-03T17:59,FAT_BURN,1
2021-03-03T18:01,FAT_BURN,1
2021-03-03T18:03,FAT_BURN,1
2021-03-04T09:34,FAT_BURN,1
2021-03-04T09:36,FAT_BURN,1
2021-03-04T17:22,FAT_BURN,1
2021-03-04T17:23,FAT_BURN,1
2021-03-04T17:24,FAT_BURN,1
2021-03-04T17:25,FAT_BURN,1
2021-03-04T17:26,FAT_BURN,1
2021-03-04T17:27,FAT_BURN,1
2021-03-04T17:38,FAT_BURN,1
2021-03-04T17:39,FAT_BURN,1
2021-03-04T17:40,FAT_BURN,1
2021-03-04T17:41,FAT_BURN,1
2021-03-04T17:42,FAT_BURN,1
2021-03-04T17:43,FAT_BURN,1
2021-03-04T17:44,FAT_BURN,1
2021-03-04T17:48,FAT_BURN,1
2021-03-04T17:49,FAT_BURN,1
2021-03-04T18:07,FAT_BURN,1
2021-03-04T18:08,FAT_BURN,1
2021-03-04T18:09,FAT_BURN,1
2021-03-04T18:10,FAT_BURN,1
2021-03-04T18:11,FAT_BURN,1
2021-03-05T07:35,FAT_BURN,1
2021-03-05T07:37,FAT_BURN,1
2021-03-05T09:03,FAT_BURN,1
2021-03-05T09:04,FAT_BURN,1
2021-03-05T09:06,FAT_BURN,1
2021-03-05T09:12,FAT_BURN,1
2021-03-05T09:13,FAT_BURN,1
2021-03-05T09:14,FAT_BURN,1
2021-03-05T09:15,FAT_BURN,1
2021-03-05T12:08,FAT_BURN,1
2021-03-05T12:09,FAT_BURN,1
2021-03-05T12:11,FAT_BURN,1
2021-03-05T12:12,FAT_BURN,1
2021-03-05T12:13,FAT_BURN,1
2021-03-05T12:14,FAT_BURN,1
2021-03-05T12:16,FAT_BURN,1
2021-03-05T12:17,FAT_BURN,1
2021-03-05T15:10,FAT_BURN,1
2021-03-05T15:11,FAT_BURN,1
2021-03-05T15:13,FAT_BURN,1
2021-03-05T17:09,CARDIO,2
2021-03-05T17:10,FAT_BURN,1
2021-03-05T17:11,FAT_BURN,1
2021-03-05T17:12,FAT_BURN,1
2021-03-05T17:13,FAT_BURN,1
2021-03-05T17:17,FAT_BURN,1
