timestamp,Infrared to Red Signal Ratio
07/06/21 00:00:52,69
07/06/21 00:01:53,-3
07/06/21 00:02:53,5
07/06/21 00:03:53,0
07/06/21 00:04:54,0
07/06/21 00:05:54,-8
07/06/21 00:06:54,0
07/06/21 00:07:54,0
07/06/21 00:08:54,-22
07/06/21 00:09:54,-4
07/06/21 00:10:54,-8
07/06/21 00:11:55,26
07/06/21 00:12:55,20
07/06/21 00:13:55,0
07/06/21 00:14:55,10
07/06/21 00:15:55,3
07/06/21 00:16:55,-12
07/06/21 00:17:56,0
07/06/21 00:18:56,10
07/06/21 00:19:56,-8
07/06/21 00:20:56,-15
07/06/21 00:21:56,-21
07/06/21 00:22:56,0
07/06/21 00:23:56,0
07/06/21 00:24:57,-5
07/06/21 00:25:57,0
07/06/21 00:26:57,-30
07/06/21 00:27:57,-3
07/06/21 00:28:57,-13
07/06/21 00:29:57,17
07/06/21 00:30:57,-5
07/06/21 00:31:57,12
07/06/21 00:32:57,-3
07/06/21 00:33:58,1
07/06/21 00:34:58,-3
07/06/21 00:35:58,0
07/06/21 00:36:58,43
07/06/21 00:37:58,8
07/06/21 00:38:58,0
07/06/21 00:39:58,4
07/06/21 00:40:59,0
07/06/21 00:41:59,2
07/06/21 00:42:59,0
07/06/21 00:43:59,15
07/06/21 00:44:59,6
07/06/21 00:45:59,0
07/06/21 00:47:00,5
07/06/21 00:48:01,4
07/06/21 00:49:01,21
07/06/21 00:50:01,17
07/06/21 00:51:01,0
07/06/21 00:52:01,46
07/06/21 00:53:01,50
07/06/21 00:54:01,0
07/06/21 00:55:02,13
07/06/21 00:56:02,0
07/06/21 00:57:02,0
07/06/21 00:58:02,-4
07/06/21 00:59:02,-3
07/06/21 01:00:02,72
07/06/21 01:01:02,-7
07/06/21 01:02:04,2
07/06/21 01:03:04,-3
07/06/21 01:04:04,0
07/06/21 01:05:04,8
07/06/21 01:06:04,-37
07/06/21 01:07:05,11
07/06/21 01:08:05,10
07/06/21 01:09:05,0
07/06/21 01:10:05,-11
07/06/21 01:11:05,7
07/06/21 01:12:05,7
07/06/21 01:13:06,-21
07/06/21 01:14:06,0
07/06/21 01:15:06,0
07/06/21 01:16:06,8
07/06/21 01:17:05,23
07/06/21 01:18:05,7
07/06/21 01:19:05,-4
07/06/21 01:20:06,4
07/06/21 01:21:06,25
07/06/21 01:22:06,-26
07/06/21 01:23:06,-7
07/06/21 01:24:06,0
07/06/21 01:25:06,-47
07/06/21 01:26:06,-23
07/06/21 01:27:07,-7
07/06/21 01:28:07,34
07/06/21 01:29:07,3
07/06/21 01:30:07,0
07/06/21 01:31:07,-53
07/06/21 01:32:08,-21
07/06/21 01:33:08,-2
07/06/21 01:34:08,13
07/06/21 01:35:08,4
07/06/21 01:36:08,-16
07/06/21 01:37:09,37
07/06/21 01:38:09,20
07/06/21 01:39:09,0
07/06/21 01:40:09,0
07/06/21 01:41:09,-13
07/06/21 01:42:09,-22
07/06/21 01:43:09,14
07/06/21 01:44:10,0
07/06/21 01:45:10,13
07/06/21 01:46:10,0
07/06/21 01:47:09,0
07/06/21 01:48:10,0
07/06/21 01:49:10,-48
07/06/21 01:50:10,19
07/06/21 01:51:10,4
