timestamp,Infrared to Red Signal Ratio
07/05/21 00:04:31,-30
07/05/21 00:05:31,5
07/05/21 00:06:32,0
07/05/21 00:07:32,-21
07/05/21 00:08:32,-2
07/05/21 00:09:32,8
07/05/21 00:10:32,-3
07/05/21 00:11:59,-5
07/05/21 00:13:00,-4
07/05/21 00:14:00,3
07/05/21 00:15:00,6
07/05/21 00:16:00,-13
07/05/21 00:17:00,8
07/05/21 00:18:02,49
07/05/21 00:19:02,13
07/05/21 00:20:03,-17
07/05/21 00:21:03,17
07/05/21 00:22:03,0
07/05/21 00:23:03,-11
07/05/21 00:24:03,-5
07/05/21 00:25:03,0
07/05/21 00:26:04,0
07/05/21 00:27:04,34
07/05/21 00:28:04,-14
07/05/21 00:29:04,23
07/05/21 00:30:04,-1
07/05/21 00:31:04,0
07/05/21 00:32:04,-2
07/05/21 00:33:08,-14
07/05/21 00:34:09,0
07/05/21 00:35:09,-2
07/05/21 00:36:09,61
07/05/21 00:37:09,0
07/05/21 00:38:09,4
07/05/21 00:39:09,-20
07/05/21 00:40:09,-19
07/05/21 00:41:10,-1
07/05/21 00:42:10,-10
07/05/21 00:43:10,-31
07/05/21 00:44:10,-12
07/05/21 00:45:10,-14
07/05/21 00:46:10,42
07/05/21 00:47:10,1
07/05/21 00:48:12,0
07/05/21 00:49:12,0
07/05/21 00:50:12,0
07/05/21 00:51:12,0
07/05/21 00:52:13,0
07/05/21 00:53:13,0
07/05/21 00:54:13,0
07/05/21 00:55:13,0
07/05/21 00:56:13,0
07/05/21 00:57:13,0
07/05/21 00:58:13,0
07/05/21 00:59:14,0
07/05/21 01:00:14,0
07/05/21 01:01:14,0
07/05/21 01:02:14,0
07/05/21 01:03:15,0
07/05/21 01:04:15,0
07/05/21 01:05:15,0
07/05/21 01:06:15,0
07/05/21 01:07:16,0
07/05/21 01:08:16,0
07/05/21 01:09:16,0
07/05/21 01:10:16,0
07/05/21 01:11:16,0
07/05/21 01:12:16,0
07/05/21 01:13:16,0
07/05/21 01:14:17,0
07/05/21 01:15:17,0
07/05/21 01:16:17,0
07/05/21 01:17:17,0
07/05/21 01:18:19,0
07/05/21 01:19:20,0
07/05/21 01:20:20,0
07/05/21 01:21:20,0
07/05/21 01:22:20,0
07/05/21 01:23:20,0
07/05/21 01:24:20,0
07/05/21 01:25:20,0
07/05/21 01:26:21,0
07/05/21 01:27:21,0
07/05/21 01:28:21,0
07/05/21 01:29:21,0
07/05/21 01:30:21,0
07/05/21 01:31:21,1
07/05/21 01:32:21,-17
07/05/21 01:33:23,-34
07/05/21 01:34:23,-9
07/05/21 01:35:23,4
07/05/21 01:36:23,0
07/05/21 01:37:23,0
07/05/21 01:38:23,7
07/05/21 01:39:24,-2
07/05/21 01:40:24,-46
07/05/21 01:41:24,-8
07/05/21 01:42:24,-4
07/05/21 01:43:24,1
07/05/21 01:44:24,-4
07/05/21 01:45:24,4
07/05/21 01:46:25,34
07/05/21 01:47:25,17
07/05/21 01:48:27,-13
07/05/21 01:49:28,3
07/05/21 01:50:28,0
07/05/21 01:51:28,0
07/05/21 01:52:28,0
07/05/21 01:53:28,32
07/05/21 01:54:28,0
07/05/21 01:55:28,-4
07/05/21 01:56:29,21
07/05/21 01:57:29,-9
07/05/21 01:58:29,-7
07/05/21 01:59:29,-15
07/05/21 02:00:29,1
07/05/21 02:01:29,-4
07/05/21 02:02:30,1
07/05/21 02:03:33,24
07/05/21 02:04:33,0
07/05/21 02:05:33,5
07/05/21 02:06:33,-8
07/05/21 02:07:33,-19
07/05/21 02:08:33,-2
07/05/21 02:09:34,-27
07/05/21 02:10:34,30
07/05/21 02:11:34,-11
07/05/21 02:12:34,0
07/05/21 02:13:34,-5
07/05/21 02:14:34,5
07/05/21 02:15:34,8
07/05/21 02:16:35,-11
07/05/21 02:17:35,-2
07/05/21 02:18:37,0
07/05/21 02:19:37,4
07/05/21 02:20:37,-9
07/05/21 02:21:37,2
07/05/21 02:22:37,5
07/05/21 02:23:37,-13
07/05/21 02:24:38,0
07/05/21 02:25:38,37
07/05/21 02:26:38,0
07/05/21 02:27:38,8
07/05/21 02:28:38,10
07/05/21 02:29:38,-7
07/05/21 02:30:38,2
07/05/21 02:31:39,64
07/05/21 02:32:39,8
07/05/21 02:33:41,13
07/05/21 02:34:41,0
07/05/21 02:35:41,33
07/05/21 02:36:42,0
07/05/21 02:37:42,-6
07/05/21 02:38:42,7
07/05/21 02:39:42,0
07/05/21 02:40:42,-7
07/05/21 02:41:42,-8
07/05/21 02:42:43,-56
07/05/21 02:43:43,4
07/05/21 02:44:43,8
07/05/21 02:45:43,7
07/05/21 02:46:43,-8
07/05/21 02:47:43,-4
07/05/21 02:48:46,8
07/05/21 02:49:46,0
07/05/21 02:50:46,-29
07/05/21 02:51:46,-19
07/05/21 02:52:46,7
07/05/21 02:53:46,39
07/05/21 02:54:47,-3
07/05/21 02:55:47,0
07/05/21 02:56:47,17
07/05/21 02:57:47,0
07/05/21 02:58:47,0
07/05/21 02:59:47,3
07/05/21 03:00:47,23
07/05/21 03:01:48,-7
07/05/21 03:02:48,4
07/05/21 03:03:48,-8
07/05/21 03:04:48,0
07/05/21 03:05:48,10
07/05/21 03:06:48,-24
07/05/21 03:07:49,-4
07/05/21 03:08:49,-31
07/05/21 03:09:49,8
07/05/21 03:10:49,-4
07/05/21 03:11:49,-4
07/05/21 03:12:49,-16
07/05/21 03:13:50,47
07/05/21 03:14:50,-51
07/05/21 03:15:50,44
07/05/21 03:16:50,-7
07/05/21 03:17:50,-1
07/05/21 03:18:50,0
07/05/21 03:19:50,-9
07/05/21 03:20:50,3
07/05/21 03:21:50,-8
07/05/21 03:22:50,0
07/05/21 03:23:51,21
07/05/21 03:24:51,-2
07/05/21 03:25:51,-8
07/05/21 03:26:51,0
07/05/21 03:27:51,-8
07/05/21 03:28:51,4
07/05/21 03:29:52,-15
07/05/21 03:30:52,-20
07/05/21 03:31:52,0
07/05/21 03:32:52,20
07/05/21 03:33:52,0
07/05/21 03:34:52,-47
07/05/21 03:35:52,26
07/05/21 03:36:53,0
07/05/21 03:37:53,-57
07/05/21 03:38:53,6
07/05/21 03:39:53,38
07/05/21 03:40:53,-7
07/05/21 03:41:53,-25
