timestamp,Infrared to Red Signal Ratio
12/21/21 00:00:43,-4
12/21/21 00:01:43,0
12/21/21 00:02:43,-4
12/21/21 00:03:43,0
12/21/21 00:04:43,0
12/21/21 00:05:46,-1
12/21/21 00:06:46,-4
12/21/21 00:07:46,-4
12/21/21 00:08:47,0
12/21/21 00:09:47,0
12/21/21 00:10:47,-6
12/21/21 00:11:47,2
12/21/21 00:12:47,0
12/21/21 00:13:47,-2
12/21/21 00:14:47,0
12/21/21 00:15:48,8
12/21/21 00:16:48,11
12/21/21 00:17:48,1
12/21/21 00:18:48,0
12/21/21 00:19:48,-13
12/21/21 00:20:49,43
12/21/21 00:21:49,74
12/21/21 00:22:50,-39
12/21/21 00:23:50,-4
12/21/21 00:24:50,22
12/21/21 00:25:50,-42
12/21/21 00:26:50,-1
12/21/21 00:27:50,1
12/21/21 00:28:51,26
12/21/21 00:29:51,5
12/21/21 00:30:51,10
12/21/21 00:31:51,0
12/21/21 00:32:51,-35
12/21/21 00:33:51,-8
12/21/21 00:34:51,0
12/21/21 00:35:52,13
12/21/21 00:36:52,15
12/21/21 00:37:52,0
12/21/21 00:38:52,-34
12/21/21 00:39:52,-19
12/21/21 00:40:52,4
12/21/21 00:41:53,0
12/21/21 00:42:53,-7
12/21/21 00:43:53,-7
12/21/21 00:44:53,0
12/21/21 00:45:53,-23
12/21/21 00:46:53,0
12/21/21 00:47:53,-39
12/21/21 00:48:54,-21
12/21/21 00:49:54,61
12/21/21 00:50:54,-21
12/21/21 00:51:54,11
12/21/21 00:52:54,-15
12/21/21 00:53:54,-65
12/21/21 00:54:54,-69
12/21/21 00:55:55,7
12/21/21 00:56:55,-16
12/21/21 00:57:55,0
12/21/21 00:58:55,-3
12/21/21 00:59:55,-2
12/21/21 01:00:55,8
12/21/21 01:01:55,0
12/21/21 01:02:56,19
12/21/21 01:03:56,0
12/21/21 01:04:56,-29
12/21/21 01:05:56,-3
12/21/21 01:06:56,7
12/21/21 01:07:56,3
12/21/21 01:08:56,39
12/21/21 01:09:57,-12
12/21/21 01:10:57,-8
12/21/21 01:11:57,0
12/21/21 01:12:57,8
12/21/21 01:13:57,3
12/21/21 01:14:57,-4
12/21/21 01:15:57,0
12/21/21 01:16:58,1
12/21/21 01:17:58,10
12/21/21 01:18:58,10
12/21/21 01:19:58,2
12/21/21 01:20:56,4
12/21/21 01:21:57,0
12/21/21 01:22:57,-17
12/21/21 01:23:57,8
12/21/21 01:24:57,-2
12/21/21 01:25:57,-4
12/21/21 01:26:57,8
12/21/21 01:27:58,19
12/21/21 01:28:58,0
12/21/21 01:29:58,4
12/21/21 01:30:58,-12
12/21/21 01:31:58,-3
12/21/21 01:32:58,-12
12/21/21 01:33:58,0
12/21/21 01:34:59,85
12/21/21 01:36:00,8
12/21/21 01:37:00,-21
12/21/21 01:38:00,6
12/21/21 01:39:00,-10
12/21/21 01:40:00,7
12/21/21 01:41:00,6
12/21/21 01:42:01,7
12/21/21 01:43:01,4
12/21/21 01:44:01,0
12/21/21 01:45:01,-67
12/21/21 01:46:01,4
12/21/21 01:47:01,0
12/21/21 01:48:01,0
12/21/21 01:49:02,25
12/21/21 01:50:02,-27
12/21/21 01:51:02,41
12/21/21 01:52:02,-42
12/21/21 01:53:03,-1
12/21/21 01:54:03,0
12/21/21 01:55:03,17
12/21/21 01:56:03,-27
12/21/21 01:57:03,0
12/21/21 01:58:03,-1
12/21/21 01:59:04,0
12/21/21 02:00:04,12
12/21/21 02:01:04,-17
12/21/21 02:02:04,-9
12/21/21 02:03:04,0
12/21/21 02:04:04,0
12/21/21 02:05:04,-17
12/21/21 02:06:08,-11
12/21/21 02:07:08,0
12/21/21 02:08:08,0
12/21/21 02:09:08,20
12/21/21 02:10:09,10
12/21/21 02:11:09,1
12/21/21 02:12:09,3
12/21/21 02:13:09,1
12/21/21 02:14:09,13
12/21/21 02:15:09,0
12/21/21 02:16:09,0
12/21/21 02:17:10,-4
12/21/21 02:18:10,-24
12/21/21 02:19:10,-4
12/21/21 02:20:10,20
12/21/21 02:21:10,0
12/21/21 02:22:10,9
12/21/21 02:23:10,7
12/21/21 02:24:10,21
12/21/21 02:25:10,-14
12/21/21 02:26:11,0
12/21/21 02:27:11,0
12/21/21 02:28:11,5
12/21/21 02:29:11,23
12/21/21 02:30:11,1
12/21/21 02:31:11,0
12/21/21 02:32:11,7
12/21/21 02:33:12,1
12/21/21 02:34:12,-5
12/21/21 02:35:12,21
12/21/21 02:36:13,0
12/21/21 02:37:13,-7
12/21/21 02:38:13,2
12/21/21 02:39:13,2
12/21/21 02:40:13,-23
12/21/21 02:41:13,-30
12/21/21 02:42:13,-33
12/21/21 02:43:14,-10
12/21/21 02:44:14,-13
12/21/21 02:45:14,15
12/21/21 02:46:14,2
12/21/21 02:47:14,0
12/21/21 02:48:14,-11
12/21/21 02:49:15,0
12/21/21 02:50:15,19
12/21/21 02:51:13,-4
12/21/21 02:52:13,-3
12/21/21 02:53:13,-4
12/21/21 02:54:13,0
12/21/21 02:55:13,-37
12/21/21 02:56:13,30
12/21/21 02:57:13,0
12/21/21 02:58:14,15
12/21/21 02:59:14,17
12/21/21 03:00:14,0
12/21/21 03:01:14,6
12/21/21 03:02:14,-4
12/21/21 03:03:14,-4
12/21/21 03:04:15,0
12/21/21 03:05:15,28
12/21/21 03:06:20,-6
12/21/21 03:07:20,0
12/21/21 03:08:20,-6
12/21/21 03:09:20,8
12/21/21 03:10:21,-4
12/21/21 03:11:21,13
12/21/21 03:12:21,-4
12/21/21 03:13:21,-4
12/21/21 03:14:21,-82
12/21/21 03:15:21,0
