timestamp,Infrared to Red Signal Ratio
10/05/21 00:00:05,0
10/05/21 00:01:06,0
10/05/21 00:02:06,0
10/05/21 00:03:06,0
10/05/21 00:04:06,0
10/05/21 00:05:06,0
10/05/21 00:06:06,0
10/05/21 00:07:06,0
10/05/21 00:08:07,0
10/05/21 00:09:07,0
10/05/21 00:10:07,0
10/05/21 00:11:30,30
10/05/21 00:12:32,-17
10/05/21 00:13:32,2
10/05/21 00:14:32,-4
10/05/21 00:15:32,44
10/05/21 00:16:33,0
10/05/21 00:17:33,6
10/05/21 00:18:33,58
10/05/21 00:19:33,-4
10/05/21 00:20:33,0
10/05/21 00:21:33,-2
10/05/21 00:22:33,43
10/05/21 00:23:34,41
10/05/21 00:24:34,-3
10/05/21 00:25:34,46
10/05/21 00:26:34,24
10/05/21 00:27:36,7
10/05/21 00:28:36,8
10/05/21 00:29:37,0
10/05/21 00:30:37,-39
10/05/21 00:31:37,65
10/05/21 00:32:37,7
10/05/21 00:33:37,0
10/05/21 00:34:37,23
10/05/21 00:35:37,1
10/05/21 00:36:38,0
10/05/21 00:37:38,0
10/05/21 00:38:38,20
10/05/21 00:39:38,0
10/05/21 00:40:38,-13
10/05/21 00:41:38,-7
10/05/21 00:42:40,0
10/05/21 00:43:40,47
10/05/21 00:44:40,-21
10/05/21 00:45:40,-33
10/05/21 00:46:40,-23
10/05/21 00:47:40,4
10/05/21 00:48:41,3
10/05/21 00:49:41,6
10/05/21 00:50:41,0
10/05/21 00:51:41,0
10/05/21 00:52:41,0
10/05/21 00:53:41,0
10/05/21 00:54:41,0
10/05/21 00:55:42,0
10/05/21 00:56:42,0
10/05/21 00:57:43,1
10/05/21 00:58:43,-15
10/05/21 00:59:43,0
10/05/21 01:00:43,3
10/05/21 01:01:43,-17
10/05/21 01:02:43,-1
10/05/21 01:03:43,0
10/05/21 01:04:44,0
10/05/21 01:05:44,4
10/05/21 01:06:44,13
10/05/21 01:07:44,-7
10/05/21 01:08:44,10
10/05/21 01:09:44,15
10/05/21 01:10:44,-4
10/05/21 01:11:45,3
